UF;Tipo Crime;Ano;Mês;Ocorrências
Pernambuco;Homicídio doloso;2019;4;289
Pernambuco;Lesão corporal seguida de morte;2019;4;2
Pernambuco;Roubo a instituição financeira;2019;4;1
Pernambuco;Roubo de carga;2019;4;50
Pernambuco;Roubo de veículo;2019;4;1112
Pernambuco;Roubo seguido de morte (latrocínio);2019;4;8
Pernambuco;Tentativa de homicídio;2019;4;285
Pernambuco;Estupro;2019;5;222
Pernambuco;Furto de veículo;2019;5;529
Pernambuco;Homicídio doloso;2019;5;280
Pernambuco;Lesão corporal seguida de morte;2019;5;2
Pernambuco;Roubo a instituição financeira;2019;5;3
Pernambuco;Roubo de carga;2019;5;53
Pernambuco;Roubo de veículo;2019;5;1248
Pernambuco;Roubo seguido de morte (latrocínio);2019;5;10
Pernambuco;Tentativa de homicídio;2019;5;320
Pernambuco;Estupro;2019;6;157
Pernambuco;Furto de veículo;2019;6;548
Pernambuco;Homicídio doloso;2019;6;229
Pernambuco;Lesão corporal seguida de morte;2019;6;1
Pernambuco;Roubo a instituição financeira;2019;6;2
Pernambuco;Roubo de carga;2019;6;55
Pernambuco;Roubo de veículo;2019;6;1065
Pernambuco;Roubo seguido de morte (latrocínio);2019;6;10
Pernambuco;Tentativa de homicídio;2019;6;264
Pernambuco;Estupro;2019;7;158
Pernambuco;Furto de veículo;2019;7;504
Pernambuco;Homicídio doloso;2019;7;228
Pernambuco;Lesão corporal seguida de morte;2019;7;2
Pernambuco;Roubo a instituição financeira;2019;7;2
Pernambuco;Roubo de carga;2019;7;45
Pernambuco;Roubo de veículo;2019;7;1206
Pernambuco;Roubo seguido de morte (latrocínio);2019;7;12
Pernambuco;Tentativa de homicídio;2019;7;311
Pernambuco;Estupro;2019;8;174
Pernambuco;Furto de veículo;2019;8;506
Pernambuco;Homicídio doloso;2019;8;253
Pernambuco;Lesão corporal seguida de morte;2019;8;1
Pernambuco;Roubo a instituição financeira;2019;8;0
Pernambuco;Roubo de carga;2019;8;36
Pernambuco;Roubo de veículo;2019;8;1140
Pernambuco;Roubo seguido de morte (latrocínio);2019;8;11
Pernambuco;Tentativa de homicídio;2019;8;280
Pernambuco;Estupro;2019;9;177
Pernambuco;Furto de veículo;2019;9;532
Pernambuco;Homicídio doloso;2019;9;256
Pernambuco;Lesão corporal seguida de morte;2019;9;3
Pernambuco;Roubo a instituição financeira;2019;9;0
Pernambuco;Roubo de carga;2019;9;40
Pernambuco;Roubo de veículo;2019;9;1130
Pernambuco;Roubo seguido de morte (latrocínio);2019;9;8
Pernambuco;Tentativa de homicídio;2019;9;297
Pernambuco;Estupro;2019;10;194
Pernambuco;Furto de veículo;2019;10;490
Pernambuco;Homicídio doloso;2019;10;286
Pernambuco;Lesão corporal seguida de morte;2019;10;3
Pernambuco;Roubo a instituição financeira;2019;10;0
Pernambuco;Roubo de carga;2019;10;77
Pernambuco;Roubo de veículo;2019;10;1074
Pernambuco;Roubo seguido de morte (latrocínio);2019;10;9
Pernambuco;Tentativa de homicídio;2019;10;269
Pernambuco;Estupro;2019;11;155
Pernambuco;Furto de veículo;2019;11;500
Pernambuco;Homicídio doloso;2019;11;265
Pernambuco;Lesão corporal seguida de morte;2019;11;1
Pernambuco;Roubo a instituição financeira;2019;11;0
Pernambuco;Roubo de carga;2019;11;52
Pernambuco;Roubo de veículo;2019;11;1126
Pernambuco;Roubo seguido de morte (latrocínio);2019;11;17
Pernambuco;Tentativa de homicídio;2019;11;257
Pernambuco;Estupro;2019;12;173
Pernambuco;Furto de veículo;2019;12;487
Pernambuco;Homicídio doloso;2019;12;271
Pernambuco;Lesão corporal seguida de morte;2019;12;0
Pernambuco;Roubo a instituição financeira;2019;12;0
Pernambuco;Roubo de carga;2019;12;49
Pernambuco;Roubo de veículo;2019;12;982
Pernambuco;Roubo seguido de morte (latrocínio);2019;12;12
Pernambuco;Tentativa de homicídio;2019;12;371
Pernambuco;Estupro;2020;1;171
Pernambuco;Furto de veículo;2020;1;482
Pernambuco;Homicídio doloso;2020;1;304
Pernambuco;Lesão corporal seguida de morte;2020;1;4
Pernambuco;Roubo a instituição financeira;2020;1;0
Pernambuco;Roubo de carga;2020;1;78
Pernambuco;Roubo de veículo;2020;1;1113
Pernambuco;Roubo seguido de morte (latrocínio);2020;1;8
Pernambuco;Tentativa de homicídio;2020;1;300
Pernambuco;Estupro;2020;2;149
Pernambuco;Furto de veículo;2020;2;511
Pernambuco;Homicídio doloso;2020;2;286
Pernambuco;Lesão corporal seguida de morte;2020;2;0
Pernambuco;Roubo a instituição financeira;2020;2;0
Pernambuco;Roubo de carga;2020;2;39
Pernambuco;Roubo de veículo;2020;2;873
Pernambuco;Roubo seguido de morte (latrocínio);2020;2;6
Pernambuco;Tentativa de homicídio;2020;2;257
Pernambuco;Estupro;2020;3;134
Pernambuco;Furto de veículo;2020;3;462
Pernambuco;Homicídio doloso;2020;3;336
Pernambuco;Lesão corporal seguida de morte;2020;3;1
Pernambuco;Roubo a instituição financeira;2020;3;0
Pernambuco;Roubo de carga;2020;3;63
Pernambuco;Roubo de veículo;2020;3;962
Pernambuco;Roubo seguido de morte (latrocínio);2020;3;9
Pernambuco;Tentativa de homicídio;2020;3;325
Piauí;Estupro;2015;1;35
Piauí;Furto de veículo;2015;1;142
Piauí;Homicídio doloso;2015;1;49
Piauí;Lesão corporal seguida de morte;2015;1;2
Piauí;Roubo a instituição financeira;2015;1;1
Piauí;Roubo de carga;2015;1;0
Piauí;Roubo de veículo;2015;1;360
Piauí;Roubo seguido de morte (latrocínio);2015;1;4
Piauí;Tentativa de homicídio;2015;1;54
Piauí;Estupro;2015;2;37
Piauí;Furto de veículo;2015;2;128
Piauí;Homicídio doloso;2015;2;51
Piauí;Lesão corporal seguida de morte;2015;2;2
Piauí;Roubo a instituição financeira;2015;2;0
Piauí;Roubo de carga;2015;2;2
Piauí;Roubo de veículo;2015;2;248
Piauí;Roubo seguido de morte (latrocínio);2015;2;3
Piauí;Tentativa de homicídio;2015;2;45
Piauí;Estupro;2015;3;34
Piauí;Furto de veículo;2015;3;113
Piauí;Homicídio doloso;2015;3;53
Piauí;Lesão corporal seguida de morte;2015;3;0
Piauí;Roubo a instituição financeira;2015;3;0
Piauí;Roubo de carga;2015;3;0
Piauí;Roubo de veículo;2015;3;224
Piauí;Roubo seguido de morte (latrocínio);2015;3;1
Piauí;Tentativa de homicídio;2015;3;47
Piauí;Estupro;2015;4;25
Piauí;Furto de veículo;2015;4;107
Piauí;Homicídio doloso;2015;4;40
Piauí;Lesão corporal seguida de morte;2015;4;0
Piauí;Roubo a instituição financeira;2015;4;1
Piauí;Roubo de carga;2015;4;1
Piauí;Roubo de veículo;2015;4;210
Piauí;Roubo seguido de morte (latrocínio);2015;4;3
Piauí;Tentativa de homicídio;2015;4;38
Piauí;Estupro;2015;5;40
Piauí;Furto de veículo;2015;5;128
Piauí;Homicídio doloso;2015;5;54
Piauí;Lesão corporal seguida de morte;2015;5;0
Piauí;Roubo a instituição financeira;2015;5;0
Piauí;Roubo de carga;2015;5;1
Piauí;Roubo de veículo;2015;5;221
Piauí;Roubo seguido de morte (latrocínio);2015;5;5
Piauí;Tentativa de homicídio;2015;5;69
Piauí;Estupro;2015;6;52
Piauí;Furto de veículo;2015;6;102
Piauí;Homicídio doloso;2015;6;39
Piauí;Lesão corporal seguida de morte;2015;6;2
Piauí;Roubo a instituição financeira;2015;6;3
Piauí;Roubo de carga;2015;6;1
Piauí;Roubo de veículo;2015;6;212
Piauí;Roubo seguido de morte (latrocínio);2015;6;4
Piauí;Tentativa de homicídio;2015;6;29
Piauí;Estupro;2015;7;44
Piauí;Furto de veículo;2015;7;138
Piauí;Homicídio doloso;2015;7;34
Piauí;Lesão corporal seguida de morte;2015;7;1
Piauí;Roubo a instituição financeira;2015;7;0
Piauí;Roubo de carga;2015;7;1
Piauí;Roubo de veículo;2015;7;219
Piauí;Roubo seguido de morte (latrocínio);2015;7;4
Piauí;Tentativa de homicídio;2015;7;42
Piauí;Estupro;2015;8;55
Piauí;Furto de veículo;2015;8;140
Piauí;Homicídio doloso;2015;8;50
Piauí;Lesão corporal seguida de morte;2015;8;0
Piauí;Roubo a instituição financeira;2015;8;1
Piauí;Roubo de carga;2015;8;1
Piauí;Roubo de veículo;2015;8;174
Piauí;Roubo seguido de morte (latrocínio);2015;8;2
Piauí;Tentativa de homicídio;2015;8;51
Piauí;Estupro;2015;9;61
Piauí;Furto de veículo;2015;9;179
Piauí;Homicídio doloso;2015;9;49
Piauí;Lesão corporal seguida de morte;2015;9;0
Piauí;Roubo a instituição financeira;2015;9;0
Piauí;Roubo de carga;2015;9;0
Piauí;Roubo de veículo;2015;9;200
Piauí;Roubo seguido de morte (latrocínio);2015;9;4
Piauí;Tentativa de homicídio;2015;9;56
Piauí;Estupro;2015;10;51
Piauí;Furto de veículo;2015;10;169
Piauí;Homicídio doloso;2015;10;56
Piauí;Lesão corporal seguida de morte;2015;10;2
Piauí;Roubo a instituição financeira;2015;10;0
Piauí;Roubo de carga;2015;10;1
Piauí;Roubo de veículo;2015;10;247
Piauí;Roubo seguido de morte (latrocínio);2015;10;3
Piauí;Tentativa de homicídio;2015;10;57
Piauí;Estupro;2015;11;44
Piauí;Furto de veículo;2015;11;118
Piauí;Homicídio doloso;2015;11;61
Piauí;Lesão corporal seguida de morte;2015;11;0
Piauí;Roubo a instituição financeira;2015;11;0
Piauí;Roubo de carga;2015;11;1
Piauí;Roubo de veículo;2015;11;257
Piauí;Roubo seguido de morte (latrocínio);2015;11;4
Piauí;Tentativa de homicídio;2015;11;71
Piauí;Estupro;2015;12;61
Piauí;Furto de veículo;2015;12;177
Piauí;Homicídio doloso;2015;12;74
Piauí;Lesão corporal seguida de morte;2015;12;2
Piauí;Roubo a instituição financeira;2015;12;0
Piauí;Roubo de carga;2015;12;0
Piauí;Roubo de veículo;2015;12;304
Piauí;Roubo seguido de morte (latrocínio);2015;12;10
Piauí;Tentativa de homicídio;2015;12;66
Piauí;Estupro;2016;1;54
Piauí;Furto de veículo;2016;1;170
Piauí;Homicídio doloso;2016;1;58
Piauí;Lesão corporal seguida de morte;2016;1;0
Piauí;Roubo a instituição financeira;2016;1;0
Piauí;Roubo de carga;2016;1;1
Piauí;Roubo de veículo;2016;1;307
Piauí;Roubo seguido de morte (latrocínio);2016;1;8
Piauí;Tentativa de homicídio;2016;1;59
Piauí;Estupro;2016;2;36
Piauí;Furto de veículo;2016;2;171
Piauí;Homicídio doloso;2016;2;53
Piauí;Lesão corporal seguida de morte;2016;2;1
Piauí;Roubo a instituição financeira;2016;2;2
Piauí;Roubo de carga;2016;2;2
Piauí;Roubo de veículo;2016;2;286
Piauí;Roubo seguido de morte (latrocínio);2016;2;6
Piauí;Tentativa de homicídio;2016;2;56
Piauí;Estupro;2016;3;44
Piauí;Furto de veículo;2016;3;144
Piauí;Homicídio doloso;2016;3;59
Piauí;Lesão corporal seguida de morte;2016;3;1
Piauí;Roubo a instituição financeira;2016;3;2
Piauí;Roubo de carga;2016;3;0
Piauí;Roubo de veículo;2016;3;286
Piauí;Roubo seguido de morte (latrocínio);2016;3;1
Piauí;Tentativa de homicídio;2016;3;60
Piauí;Estupro;2016;4;50
Piauí;Furto de veículo;2016;4;173
Piauí;Homicídio doloso;2016;4;45
Piauí;Lesão corporal seguida de morte;2016;4;0
Piauí;Roubo a instituição financeira;2016;4;1
Piauí;Roubo de carga;2016;4;1
Piauí;Roubo de veículo;2016;4;227
Piauí;Roubo seguido de morte (latrocínio);2016;4;6
Piauí;Tentativa de homicídio;2016;4;49
Piauí;Estupro;2016;5;54
Piauí;Furto de veículo;2016;5;205
Piauí;Homicídio doloso;2016;5;57
Piauí;Lesão corporal seguida de morte;2016;5;2
Piauí;Roubo a instituição financeira;2016;5;1
Piauí;Roubo de carga;2016;5;1
Piauí;Roubo de veículo;2016;5;275
Piauí;Roubo seguido de morte (latrocínio);2016;5;3
Piauí;Tentativa de homicídio;2016;5;60
Piauí;Estupro;2016;6;71
Piauí;Furto de veículo;2016;6;210
Piauí;Homicídio doloso;2016;6;43
Piauí;Lesão corporal seguida de morte;2016;6;2
Piauí;Roubo a instituição financeira;2016;6;0
Piauí;Roubo de carga;2016;6;1
Piauí;Roubo de veículo;2016;6;250
Piauí;Roubo seguido de morte (latrocínio);2016;6;5
Piauí;Tentativa de homicídio;2016;6;60
Piauí;Estupro;2016;7;66
Piauí;Furto de veículo;2016;7;215
Piauí;Homicídio doloso;2016;7;52
Piauí;Lesão corporal seguida de morte;2016;7;2
Piauí;Roubo a instituição financeira;2016;7;0
Piauí;Roubo de carga;2016;7;2
Piauí;Roubo de veículo;2016;7;288
Piauí;Roubo seguido de morte (latrocínio);2016;7;3
Piauí;Tentativa de homicídio;2016;7;58
Piauí;Estupro;2016;8;64
Piauí;Furto de veículo;2016;8;221
Piauí;Homicídio doloso;2016;8;49
Piauí;Lesão corporal seguida de morte;2016;8;1
Piauí;Roubo a instituição financeira;2016;8;0
Piauí;Roubo de carga;2016;8;1
Piauí;Roubo de veículo;2016;8;256
Piauí;Roubo seguido de morte (latrocínio);2016;8;3
Piauí;Tentativa de homicídio;2016;8;55
Piauí;Estupro;2016;9;59
Piauí;Furto de veículo;2016;9;204
Piauí;Homicídio doloso;2016;9;55
Piauí;Lesão corporal seguida de morte;2016;9;1
Piauí;Roubo a instituição financeira;2016;9;1
Piauí;Roubo de carga;2016;9;1
Piauí;Roubo de veículo;2016;9;271
Piauí;Roubo seguido de morte (latrocínio);2016;9;1
Piauí;Tentativa de homicídio;2016;9;74
Piauí;Estupro;2016;10;59
Piauí;Furto de veículo;2016;10;246
Piauí;Homicídio doloso;2016;10;57
Piauí;Lesão corporal seguida de morte;2016;10;1
Piauí;Roubo a instituição financeira;2016;10;2
Piauí;Roubo de carga;2016;10;0
Piauí;Roubo de veículo;2016;10;320
Piauí;Roubo seguido de morte (latrocínio);2016;10;2
Piauí;Tentativa de homicídio;2016;10;74
Piauí;Estupro;2016;11;59
Piauí;Furto de veículo;2016;11;225
Piauí;Homicídio doloso;2016;11;52
Piauí;Lesão corporal seguida de morte;2016;11;2
Piauí;Roubo a instituição financeira;2016;11;0
Piauí;Roubo de carga;2016;11;2
Piauí;Roubo de veículo;2016;11;308
Piauí;Roubo seguido de morte (latrocínio);2016;11;4
Piauí;Tentativa de homicídio;2016;11;63
Piauí;Estupro;2016;12;37
Piauí;Furto de veículo;2016;12;205
Piauí;Homicídio doloso;2016;12;61
Piauí;Lesão corporal seguida de morte;2016;12;1
Piauí;Roubo a instituição financeira;2016;12;3
Piauí;Roubo de carga;2016;12;3
Piauí;Roubo de veículo;2016;12;248
Piauí;Roubo seguido de morte (latrocínio);2016;12;7
Piauí;Tentativa de homicídio;2016;12;68
Piauí;Estupro;2017;1;50
Piauí;Furto de veículo;2017;1;200
Piauí;Homicídio doloso;2017;1;53
Piauí;Lesão corporal seguida de morte;2017;1;1
Piauí;Roubo a instituição financeira;2017;1;0
Piauí;Roubo de carga;2017;1;5
Piauí;Roubo de veículo;2017;1;232
Piauí;Roubo seguido de morte (latrocínio);2017;1;2
Piauí;Tentativa de homicídio;2017;1;57
Piauí;Estupro;2017;2;42
Piauí;Furto de veículo;2017;2;208
Piauí;Homicídio doloso;2017;2;44
Piauí;Lesão corporal seguida de morte;2017;2;0
Piauí;Roubo a instituição financeira;2017;2;0
Piauí;Roubo de carga;2017;2;2
Piauí;Roubo de veículo;2017;2;232
Piauí;Roubo seguido de morte (latrocínio);2017;2;4
Piauí;Tentativa de homicídio;2017;2;59
Piauí;Estupro;2017;3;58
Piauí;Furto de veículo;2017;3;206
Piauí;Homicídio doloso;2017;3;41
Piauí;Lesão corporal seguida de morte;2017;3;2
Piauí;Roubo a instituição financeira;2017;3;0
Piauí;Roubo de carga;2017;3;2
Piauí;Roubo de veículo;2017;3;262
Piauí;Roubo seguido de morte (latrocínio);2017;3;5
Piauí;Tentativa de homicídio;2017;3;45
Piauí;Estupro;2017;4;58
Piauí;Furto de veículo;2017;4;234
Piauí;Homicídio doloso;2017;4;64
Piauí;Lesão corporal seguida de morte;2017;4;1
Piauí;Roubo a instituição financeira;2017;4;1
Piauí;Roubo de carga;2017;4;2
Piauí;Roubo de veículo;2017;4;268
Piauí;Roubo seguido de morte (latrocínio);2017;4;2
Piauí;Tentativa de homicídio;2017;4;71
Piauí;Estupro;2017;5;80
Piauí;Furto de veículo;2017;5;244
Piauí;Homicídio doloso;2017;5;57
Piauí;Lesão corporal seguida de morte;2017;5;2
Piauí;Roubo a instituição financeira;2017;5;1
Piauí;Roubo de carga;2017;5;2
Piauí;Roubo de veículo;2017;5;285
Piauí;Roubo seguido de morte (latrocínio);2017;5;4
Piauí;Tentativa de homicídio;2017;5;41
Piauí;Estupro;2017;6;54
Piauí;Furto de veículo;2017;6;209
Piauí;Homicídio doloso;2017;6;52
Piauí;Lesão corporal seguida de morte;2017;6;1
Piauí;Roubo a instituição financeira;2017;6;0
Piauí;Roubo de carga;2017;6;3
Piauí;Roubo de veículo;2017;6;276
Piauí;Roubo seguido de morte (latrocínio);2017;6;5
Piauí;Tentativa de homicídio;2017;6;43
Piauí;Estupro;2017;7;55
Piauí;Furto de veículo;2017;7;199
Piauí;Homicídio doloso;2017;7;48
Piauí;Lesão corporal seguida de morte;2017;7;0
Piauí;Roubo a instituição financeira;2017;7;0
Piauí;Roubo de carga;2017;7;2
Piauí;Roubo de veículo;2017;7;236
Piauí;Roubo seguido de morte (latrocínio);2017;7;4
Piauí;Tentativa de homicídio;2017;7;58
Piauí;Estupro;2017;8;64
Piauí;Furto de veículo;2017;8;206
Piauí;Homicídio doloso;2017;8;47
Piauí;Lesão corporal seguida de morte;2017;8;0
Piauí;Roubo a instituição financeira;2017;8;0
Piauí;Roubo de carga;2017;8;6
Piauí;Roubo de veículo;2017;8;269
Piauí;Roubo seguido de morte (latrocínio);2017;8;2
Piauí;Tentativa de homicídio;2017;8;55
Piauí;Estupro;2017;9;67
Piauí;Furto de veículo;2017;9;225
Piauí;Homicídio doloso;2017;9;55
Piauí;Lesão corporal seguida de morte;2017;9;0
Piauí;Roubo a instituição financeira;2017;9;2
Piauí;Roubo de carga;2017;9;2
Piauí;Roubo de veículo;2017;9;264
Piauí;Roubo seguido de morte (latrocínio);2017;9;6
Piauí;Tentativa de homicídio;2017;9;60
Piauí;Estupro;2017;10;111
Piauí;Furto de veículo;2017;10;218
Piauí;Homicídio doloso;2017;10;46
Piauí;Lesão corporal seguida de morte;2017;10;1
Piauí;Roubo a instituição financeira;2017;10;1
Piauí;Roubo de carga;2017;10;1
Piauí;Roubo de veículo;2017;10;299
Piauí;Roubo seguido de morte (latrocínio);2017;10;4
Piauí;Tentativa de homicídio;2017;10;49
Piauí;Estupro;2017;11;72
Piauí;Furto de veículo;2017;11;194
Piauí;Homicídio doloso;2017;11;48
Piauí;Lesão corporal seguida de morte;2017;11;1
Piauí;Roubo a instituição financeira;2017;11;0
Piauí;Roubo de carga;2017;11;4
Piauí;Roubo de veículo;2017;11;244
Piauí;Roubo seguido de morte (latrocínio);2017;11;3
Piauí;Tentativa de homicídio;2017;11;56
Piauí;Estupro;2017;12;62
Piauí;Furto de veículo;2017;12;220
Piauí;Homicídio doloso;2017;12;43
Piauí;Lesão corporal seguida de morte;2017;12;1
Piauí;Roubo a instituição financeira;2017;12;0
Piauí;Roubo de carga;2017;12;2
Piauí;Roubo de veículo;2017;12;234
Piauí;Roubo seguido de morte (latrocínio);2017;12;2
Piauí;Tentativa de homicídio;2017;12;41
Piauí;Estupro;2018;1;62
Piauí;Furto de veículo;2018;1;240
Piauí;Homicídio doloso;2018;1;48
Piauí;Lesão corporal seguida de morte;2018;1;1
Piauí;Roubo a instituição financeira;2018;1;1
Piauí;Roubo de carga;2018;1;1
Piauí;Roubo de veículo;2018;1;306
Piauí;Roubo seguido de morte (latrocínio);2018;1;2
Piauí;Tentativa de homicídio;2018;1;73
Piauí;Estupro;2018;2;44
Piauí;Furto de veículo;2018;2;235
Piauí;Homicídio doloso;2018;2;46
Piauí;Lesão corporal seguida de morte;2018;2;1
Piauí;Roubo a instituição financeira;2018;2;0
Piauí;Roubo de carga;2018;2;4
Piauí;Roubo de veículo;2018;2;281
Piauí;Roubo seguido de morte (latrocínio);2018;2;1
Piauí;Tentativa de homicídio;2018;2;51
Piauí;Estupro;2018;3;56
Piauí;Furto de veículo;2018;3;266
Piauí;Homicídio doloso;2018;3;48
Piauí;Lesão corporal seguida de morte;2018;3;1
Piauí;Roubo a instituição financeira;2018;3;0
Piauí;Roubo de carga;2018;3;0
Piauí;Roubo de veículo;2018;3;333
Piauí;Roubo seguido de morte (latrocínio);2018;3;6
Piauí;Tentativa de homicídio;2018;3;50
Piauí;Estupro;2018;4;47
Piauí;Furto de veículo;2018;4;152
Piauí;Homicídio doloso;2018;4;38
Piauí;Lesão corporal seguida de morte;2018;4;0
Piauí;Roubo a instituição financeira;2018;4;1
Piauí;Roubo de carga;2018;4;1
Piauí;Roubo de veículo;2018;4;266
Piauí;Roubo seguido de morte (latrocínio);2018;4;4
Piauí;Tentativa de homicídio;2018;4;32
Piauí;Estupro;2018;5;64
Piauí;Furto de veículo;2018;5;176
Piauí;Homicídio doloso;2018;5;42
Piauí;Lesão corporal seguida de morte;2018;5;0
Piauí;Roubo a instituição financeira;2018;5;0
Piauí;Roubo de carga;2018;5;3
Piauí;Roubo de veículo;2018;5;308
Piauí;Roubo seguido de morte (latrocínio);2018;5;2
Piauí;Tentativa de homicídio;2018;5;30
Piauí;Estupro;2018;6;63
Piauí;Furto de veículo;2018;6;304
Piauí;Homicídio doloso;2018;6;59
Piauí;Lesão corporal seguida de morte;2018;6;1
Piauí;Roubo a instituição financeira;2018;6;0
Piauí;Roubo de carga;2018;6;5
Piauí;Roubo de veículo;2018;6;359
Piauí;Roubo seguido de morte (latrocínio);2018;6;3
Piauí;Tentativa de homicídio;2018;6;45
Piauí;Estupro;2018;7;44
Piauí;Furto de veículo;2018;7;284
Piauí;Homicídio doloso;2018;7;44
Piauí;Lesão corporal seguida de morte;2018;7;1
Piauí;Roubo a instituição financeira;2018;7;1
Piauí;Roubo de carga;2018;7;3
Piauí;Roubo de veículo;2018;7;358
Piauí;Roubo seguido de morte (latrocínio);2018;7;9
Piauí;Tentativa de homicídio;2018;7;43
Piauí;Estupro;2018;8;74
Piauí;Furto de veículo;2018;8;293
Piauí;Homicídio doloso;2018;8;47
Piauí;Lesão corporal seguida de morte;2018;8;0
Piauí;Roubo a instituição financeira;2018;8;2
Piauí;Roubo de carga;2018;8;1
Piauí;Roubo de veículo;2018;8;321
Piauí;Roubo seguido de morte (latrocínio);2018;8;5
Piauí;Tentativa de homicídio;2018;8;53
Piauí;Estupro;2018;9;60
Piauí;Furto de veículo;2018;9;340
Piauí;Homicídio doloso;2018;9;43
Piauí;Lesão corporal seguida de morte;2018;9;0
Piauí;Roubo a instituição financeira;2018;9;1
Piauí;Roubo de carga;2018;9;2
Piauí;Roubo de veículo;2018;9;358
Piauí;Roubo seguido de morte (latrocínio);2018;9;3
Piauí;Tentativa de homicídio;2018;9;42
Piauí;Estupro;2018;10;51
Piauí;Furto de veículo;2018;10;334
Piauí;Homicídio doloso;2018;10;43
Piauí;Lesão corporal seguida de morte;2018;10;0
Piauí;Roubo a instituição financeira;2018;10;1
Piauí;Roubo de carga;2018;10;4
Piauí;Roubo de veículo;2018;10;349
Piauí;Roubo seguido de morte (latrocínio);2018;10;2
Piauí;Tentativa de homicídio;2018;10;45
Piauí;Estupro;2018;11;56
Piauí;Furto de veículo;2018;11;324
Piauí;Homicídio doloso;2018;11;55
Piauí;Lesão corporal seguida de morte;2018;11;1
Piauí;Roubo a instituição financeira;2018;11;0
Piauí;Roubo de carga;2018;11;4
Piauí;Roubo de veículo;2018;11;331
Piauí;Roubo seguido de morte (latrocínio);2018;11;5
Piauí;Tentativa de homicídio;2018;11;44
Piauí;Estupro;2018;12;54
Piauí;Furto de veículo;2018;12;256
Piauí;Homicídio doloso;2018;12;49
Piauí;Lesão corporal seguida de morte;2018;12;2
Piauí;Roubo a instituição financeira;2018;12;0
Piauí;Roubo de carga;2018;12;1
Piauí;Roubo de veículo;2018;12;310
Piauí;Roubo seguido de morte (latrocínio);2018;12;4
Piauí;Tentativa de homicídio;2018;12;56
Piauí;Estupro;2019;1;52
Piauí;Furto de veículo;2019;1;216
Piauí;Homicídio doloso;2019;1;47
Piauí;Lesão corporal seguida de morte;2019;1;0
Piauí;Roubo a instituição financeira;2019;1;0
Piauí;Roubo de carga;2019;1;0
Piauí;Roubo de veículo;2019;1;343
Piauí;Roubo seguido de morte (latrocínio);2019;1;0
Piauí;Tentativa de homicídio;2019;1;39
Piauí;Estupro;2019;2;49
Piauí;Furto de veículo;2019;2;213
Piauí;Homicídio doloso;2019;2;30
Piauí;Lesão corporal seguida de morte;2019;2;1
Piauí;Roubo a instituição financeira;2019;2;1
Piauí;Roubo de carga;2019;2;2
Piauí;Roubo de veículo;2019;2;347
Piauí;Roubo seguido de morte (latrocínio);2019;2;5
Piauí;Tentativa de homicídio;2019;2;43
Piauí;Estupro;2019;3;57
Piauí;Furto de veículo;2019;3;244
Piauí;Homicídio doloso;2019;3;47
Piauí;Lesão corporal seguida de morte;2019;3;0
Piauí;Roubo a instituição financeira;2019;3;0
Piauí;Roubo de carga;2019;3;2
Piauí;Roubo de veículo;2019;3;350
Piauí;Roubo seguido de morte (latrocínio);2019;3;9
Piauí;Tentativa de homicídio;2019;3;60
Piauí;Estupro;2019;4;59
Piauí;Furto de veículo;2019;4;221
Piauí;Homicídio doloso;2019;4;52
Piauí;Lesão corporal seguida de morte;2019;4;3
Piauí;Roubo a instituição financeira;2019;4;1
Piauí;Roubo de carga;2019;4;1
Piauí;Roubo de veículo;2019;4;391
Piauí;Roubo seguido de morte (latrocínio);2019;4;4
Piauí;Tentativa de homicídio;2019;4;45
Piauí;Estupro;2019;5;51
Piauí;Furto de veículo;2019;5;252
Piauí;Homicídio doloso;2019;5;62
Piauí;Lesão corporal seguida de morte;2019;5;4
Piauí;Roubo a instituição financeira;2019;5;0
Piauí;Roubo de carga;2019;5;0
Piauí;Roubo de veículo;2019;5;406
Piauí;Roubo seguido de morte (latrocínio);2019;5;4
Piauí;Tentativa de homicídio;2019;5;55
Piauí;Estupro;2019;6;63
Piauí;Furto de veículo;2019;6;252
Piauí;Homicídio doloso;2019;6;41
Piauí;Lesão corporal seguida de morte;2019;6;2
Piauí;Roubo a instituição financeira;2019;6;0
Piauí;Roubo de carga;2019;6;2
Piauí;Roubo de veículo;2019;6;324
Piauí;Roubo seguido de morte (latrocínio);2019;6;2
Piauí;Tentativa de homicídio;2019;6;44
Piauí;Estupro;2019;7;48
Piauí;Furto de veículo;2019;7;262
Piauí;Homicídio doloso;2019;7;46
Piauí;Lesão corporal seguida de morte;2019;7;1
Piauí;Roubo a instituição financeira;2019;7;0
Piauí;Roubo de carga;2019;7;1
Piauí;Roubo de veículo;2019;7;326
Piauí;Roubo seguido de morte (latrocínio);2019;7;0
Piauí;Tentativa de homicídio;2019;7;36
Piauí;Estupro;2019;8;60
Piauí;Furto de veículo;2019;8;299
Piauí;Homicídio doloso;2019;8;32
Piauí;Lesão corporal seguida de morte;2019;8;0
Piauí;Roubo a instituição financeira;2019;8;0
Piauí;Roubo de carga;2019;8;5
Piauí;Roubo de veículo;2019;8;380
Piauí;Roubo seguido de morte (latrocínio);2019;8;2
Piauí;Tentativa de homicídio;2019;8;34
Piauí;Estupro;2019;9;61
Piauí;Furto de veículo;2019;9;264
Piauí;Homicídio doloso;2019;9;46
Piauí;Lesão corporal seguida de morte;2019;9;0
Piauí;Roubo a instituição financeira;2019;9;0
