UF;Tipo Crime;Ano;Mês;Ocorrências
Ceará;Roubo de carga;2015;5;23
Ceará;Roubo de veículo;2015;5;886
Ceará;Roubo seguido de morte (latrocínio);2015;5;1
Ceará;Tentativa de homicídio;2015;5;144
Ceará;Estupro;2015;6;114
Ceará;Furto de veículo;2015;6;466
Ceará;Homicídio doloso;2015;6;266
Ceará;Lesão corporal seguida de morte;2015;6;2
Ceará;Roubo a instituição financeira;2015;6;6
Ceará;Roubo de carga;2015;6;15
Ceará;Roubo de veículo;2015;6;750
Ceará;Roubo seguido de morte (latrocínio);2015;6;5
Ceará;Tentativa de homicídio;2015;6;115
Ceará;Estupro;2015;7;121
Ceará;Furto de veículo;2015;7;421
Ceará;Homicídio doloso;2015;7;248
Ceará;Lesão corporal seguida de morte;2015;7;4
Ceará;Roubo a instituição financeira;2015;7;6
Ceará;Roubo de carga;2015;7;17
Ceará;Roubo de veículo;2015;7;778
Ceará;Roubo seguido de morte (latrocínio);2015;7;5
Ceará;Tentativa de homicídio;2015;7;111
Ceará;Estupro;2015;8;143
Ceará;Furto de veículo;2015;8;370
Ceará;Homicídio doloso;2015;8;334
Ceará;Lesão corporal seguida de morte;2015;8;2
Ceará;Roubo a instituição financeira;2015;8;5
Ceará;Roubo de carga;2015;8;11
Ceará;Roubo de veículo;2015;8;686
Ceará;Roubo seguido de morte (latrocínio);2015;8;3
Ceará;Tentativa de homicídio;2015;8;147
Ceará;Estupro;2015;9;139
Ceará;Furto de veículo;2015;9;367
Ceará;Homicídio doloso;2015;9;317
Ceará;Lesão corporal seguida de morte;2015;9;2
Ceará;Roubo a instituição financeira;2015;9;5
Ceará;Roubo de carga;2015;9;17
Ceará;Roubo de veículo;2015;9;687
Ceará;Roubo seguido de morte (latrocínio);2015;9;8
Ceará;Tentativa de homicídio;2015;9;116
Ceará;Estupro;2015;10;141
Ceará;Furto de veículo;2015;10;413
Ceará;Homicídio doloso;2015;10;321
Ceará;Lesão corporal seguida de morte;2015;10;5
Ceará;Roubo a instituição financeira;2015;10;1
Ceará;Roubo de carga;2015;10;18
Ceará;Roubo de veículo;2015;10;813
Ceará;Roubo seguido de morte (latrocínio);2015;10;8
Ceará;Tentativa de homicídio;2015;10;146
Ceará;Estupro;2015;11;120
Ceará;Furto de veículo;2015;11;448
Ceará;Homicídio doloso;2015;11;327
Ceará;Lesão corporal seguida de morte;2015;11;1
Ceará;Roubo a instituição financeira;2015;11;5
Ceará;Roubo de carga;2015;11;17
Ceará;Roubo de veículo;2015;11;754
Ceará;Roubo seguido de morte (latrocínio);2015;11;6
Ceará;Tentativa de homicídio;2015;11;129
Ceará;Estupro;2015;12;90
Ceará;Furto de veículo;2015;12;410
Ceará;Homicídio doloso;2015;12;332
Ceará;Lesão corporal seguida de morte;2015;12;1
Ceará;Roubo a instituição financeira;2015;12;3
Ceará;Roubo de carga;2015;12;13
Ceará;Roubo de veículo;2015;12;776
Ceará;Roubo seguido de morte (latrocínio);2015;12;7
Ceará;Tentativa de homicídio;2015;12;124
Ceará;Estupro;2016;1;113
Ceará;Furto de veículo;2016;1;413
Ceará;Homicídio doloso;2016;1;301
Ceará;Lesão corporal seguida de morte;2016;1;5
Ceará;Roubo a instituição financeira;2016;1;1
Ceará;Roubo de carga;2016;1;10
Ceará;Roubo de veículo;2016;1;756
Ceará;Roubo seguido de morte (latrocínio);2016;1;7
Ceará;Tentativa de homicídio;2016;1;134
Ceará;Estupro;2016;2;97
Ceará;Furto de veículo;2016;2;415
Ceará;Homicídio doloso;2016;2;275
Ceará;Lesão corporal seguida de morte;2016;2;1
Ceará;Roubo a instituição financeira;2016;2;5
Ceará;Roubo de carga;2016;2;9
Ceará;Roubo de veículo;2016;2;789
Ceará;Roubo seguido de morte (latrocínio);2016;2;10
Ceará;Tentativa de homicídio;2016;2;155
Ceará;Estupro;2016;3;134
Ceará;Furto de veículo;2016;3;402
Ceará;Homicídio doloso;2016;3;300
Ceará;Lesão corporal seguida de morte;2016;3;5
Ceará;Roubo a instituição financeira;2016;3;6
Ceará;Roubo de carga;2016;3;19
Ceará;Roubo de veículo;2016;3;918
Ceará;Roubo seguido de morte (latrocínio);2016;3;4
Ceará;Tentativa de homicídio;2016;3;119
Ceará;Estupro;2016;4;106
Ceará;Furto de veículo;2016;4;430
Ceará;Homicídio doloso;2016;4;253
Ceará;Lesão corporal seguida de morte;2016;4;3
Ceará;Roubo a instituição financeira;2016;4;6
Ceará;Roubo de carga;2016;4;23
Ceará;Roubo de veículo;2016;4;832
Ceará;Roubo seguido de morte (latrocínio);2016;4;10
Ceará;Tentativa de homicídio;2016;4;123
Ceará;Estupro;2016;5;154
Ceará;Furto de veículo;2016;5;415
Ceará;Homicídio doloso;2016;5;265
Ceará;Lesão corporal seguida de morte;2016;5;2
Ceará;Roubo a instituição financeira;2016;5;6
Ceará;Roubo de carga;2016;5;31
Ceará;Roubo de veículo;2016;5;1010
Ceará;Roubo seguido de morte (latrocínio);2016;5;7
Ceará;Tentativa de homicídio;2016;5;117
Ceará;Estupro;2016;6;139
Ceará;Furto de veículo;2016;6;376
Ceará;Homicídio doloso;2016;6;226
Ceará;Lesão corporal seguida de morte;2016;6;3
Ceará;Roubo a instituição financeira;2016;6;9
Ceará;Roubo de carga;2016;6;37
Ceará;Roubo de veículo;2016;6;924
Ceará;Roubo seguido de morte (latrocínio);2016;6;11
Ceará;Tentativa de homicídio;2016;6;117
Ceará;Estupro;2016;7;143
Ceará;Furto de veículo;2016;7;427
Ceará;Homicídio doloso;2016;7;236
Ceará;Lesão corporal seguida de morte;2016;7;3
Ceará;Roubo a instituição financeira;2016;7;4
Ceará;Roubo de carga;2016;7;37
Ceará;Roubo de veículo;2016;7;754
Ceará;Roubo seguido de morte (latrocínio);2016;7;2
Ceará;Tentativa de homicídio;2016;7;118
Ceará;Estupro;2016;8;127
Ceará;Furto de veículo;2016;8;436
Ceará;Homicídio doloso;2016;8;268
Ceará;Lesão corporal seguida de morte;2016;8;0
Ceará;Roubo a instituição financeira;2016;8;7
Ceará;Roubo de carga;2016;8;22
Ceará;Roubo de veículo;2016;8;749
Ceará;Roubo seguido de morte (latrocínio);2016;8;10
Ceará;Tentativa de homicídio;2016;8;105
Ceará;Estupro;2016;9;123
Ceará;Furto de veículo;2016;9;375
Ceará;Homicídio doloso;2016;9;207
Ceará;Lesão corporal seguida de morte;2016;9;3
Ceará;Roubo a instituição financeira;2016;9;5
Ceará;Roubo de carga;2016;9;27
Ceará;Roubo de veículo;2016;9;805
Ceará;Roubo seguido de morte (latrocínio);2016;9;4
Ceará;Tentativa de homicídio;2016;9;98
Ceará;Estupro;2016;10;139
Ceará;Furto de veículo;2016;10;455
Ceará;Homicídio doloso;2016;10;252
Ceará;Lesão corporal seguida de morte;2016;10;6
Ceará;Roubo a instituição financeira;2016;10;6
Ceará;Roubo de carga;2016;10;14
Ceará;Roubo de veículo;2016;10;800
Ceará;Roubo seguido de morte (latrocínio);2016;10;6
Ceará;Tentativa de homicídio;2016;10;95
Ceará;Estupro;2016;11;131
Ceará;Furto de veículo;2016;11;380
Ceará;Homicídio doloso;2016;11;275
Ceará;Lesão corporal seguida de morte;2016;11;2
Ceará;Roubo a instituição financeira;2016;11;1
Ceará;Roubo de carga;2016;11;27
Ceará;Roubo de veículo;2016;11;871
Ceará;Roubo seguido de morte (latrocínio);2016;11;10
Ceará;Tentativa de homicídio;2016;11;89
Ceará;Estupro;2016;12;132
Ceará;Furto de veículo;2016;12;403
Ceará;Homicídio doloso;2016;12;305
Ceará;Lesão corporal seguida de morte;2016;12;1
Ceará;Roubo a instituição financeira;2016;12;6
Ceará;Roubo de carga;2016;12;20
Ceará;Roubo de veículo;2016;12;876
Ceará;Roubo seguido de morte (latrocínio);2016;12;7
Ceará;Tentativa de homicídio;2016;12;87
Ceará;Estupro;2017;1;117
Ceará;Furto de veículo;2017;1;340
Ceará;Homicídio doloso;2017;1;323
Ceará;Lesão corporal seguida de morte;2017;1;4
Ceará;Roubo a instituição financeira;2017;1;6
Ceará;Roubo de carga;2017;1;28
Ceará;Roubo de veículo;2017;1;824
Ceará;Roubo seguido de morte (latrocínio);2017;1;11
Ceará;Tentativa de homicídio;2017;1;107
Ceará;Estupro;2017;2;93
Ceará;Furto de veículo;2017;2;332
Ceará;Homicídio doloso;2017;2;251
Ceará;Lesão corporal seguida de morte;2017;2;4
Ceará;Roubo a instituição financeira;2017;2;7
Ceará;Roubo de carga;2017;2;21
Ceará;Roubo de veículo;2017;2;724
Ceará;Roubo seguido de morte (latrocínio);2017;2;3
Ceará;Tentativa de homicídio;2017;2;99
Ceará;Estupro;2017;3;114
Ceará;Furto de veículo;2017;3;410
Ceará;Homicídio doloso;2017;3;331
Ceará;Lesão corporal seguida de morte;2017;3;4
Ceará;Roubo a instituição financeira;2017;3;6
Ceará;Roubo de carga;2017;3;42
Ceará;Roubo de veículo;2017;3;886
Ceará;Roubo seguido de morte (latrocínio);2017;3;5
Ceará;Tentativa de homicídio;2017;3;98
Ceará;Estupro;2017;4;125
Ceará;Furto de veículo;2017;4;395
Ceará;Homicídio doloso;2017;4;351
Ceará;Lesão corporal seguida de morte;2017;4;4
Ceará;Roubo a instituição financeira;2017;4;3
Ceará;Roubo de carga;2017;4;35
Ceará;Roubo de veículo;2017;4;841
Ceará;Roubo seguido de morte (latrocínio);2017;4;7
Ceará;Tentativa de homicídio;2017;4;102
Ceará;Estupro;2017;5;153
Ceará;Furto de veículo;2017;5;386
Ceará;Homicídio doloso;2017;5;430
Ceará;Lesão corporal seguida de morte;2017;5;5
Ceará;Roubo a instituição financeira;2017;5;5
Ceará;Roubo de carga;2017;5;29
Ceará;Roubo de veículo;2017;5;1149
Ceará;Roubo seguido de morte (latrocínio);2017;5;8
Ceará;Tentativa de homicídio;2017;5;120
Ceará;Estupro;2017;6;143
Ceará;Furto de veículo;2017;6;398
Ceará;Homicídio doloso;2017;6;427
Ceará;Lesão corporal seguida de morte;2017;6;4
Ceará;Roubo a instituição financeira;2017;6;2
Ceará;Roubo de carga;2017;6;27
Ceará;Roubo de veículo;2017;6;1090
Ceará;Roubo seguido de morte (latrocínio);2017;6;11
Ceará;Tentativa de homicídio;2017;6;110
Ceará;Estupro;2017;7;132
Ceará;Furto de veículo;2017;7;436
Ceará;Homicídio doloso;2017;7;432
Ceará;Lesão corporal seguida de morte;2017;7;2
Ceará;Roubo a instituição financeira;2017;7;5
Ceará;Roubo de carga;2017;7;22
Ceará;Roubo de veículo;2017;7;950
Ceará;Roubo seguido de morte (latrocínio);2017;7;12
Ceará;Tentativa de homicídio;2017;7;118
Ceará;Estupro;2017;8;144
Ceará;Furto de veículo;2017;8;473
Ceará;Homicídio doloso;2017;8;429
Ceará;Lesão corporal seguida de morte;2017;8;2
Ceará;Roubo a instituição financeira;2017;8;4
Ceará;Roubo de carga;2017;8;31
Ceará;Roubo de veículo;2017;8;970
Ceará;Roubo seguido de morte (latrocínio);2017;8;9
Ceará;Tentativa de homicídio;2017;8;104
Ceará;Estupro;2017;9;155
Ceará;Furto de veículo;2017;9;467
Ceará;Homicídio doloso;2017;9;429
Ceará;Lesão corporal seguida de morte;2017;9;2
Ceará;Roubo a instituição financeira;2017;9;4
Ceará;Roubo de carga;2017;9;23
Ceará;Roubo de veículo;2017;9;956
Ceará;Roubo seguido de morte (latrocínio);2017;9;7
Ceará;Tentativa de homicídio;2017;9;96
Ceará;Estupro;2017;10;139
Ceará;Furto de veículo;2017;10;480
Ceará;Homicídio doloso;2017;10;486
Ceará;Lesão corporal seguida de morte;2017;10;1
Ceará;Roubo a instituição financeira;2017;10;7
Ceará;Roubo de carga;2017;10;21
Ceará;Roubo de veículo;2017;10;933
Ceará;Roubo seguido de morte (latrocínio);2017;10;2
Ceará;Tentativa de homicídio;2017;10;140
Ceará;Estupro;2017;11;136
Ceará;Furto de veículo;2017;11;463
Ceará;Homicídio doloso;2017;11;431
Ceará;Lesão corporal seguida de morte;2017;11;2
Ceará;Roubo a instituição financeira;2017;11;4
Ceará;Roubo de carga;2017;11;15
Ceará;Roubo de veículo;2017;11;924
Ceará;Roubo seguido de morte (latrocínio);2017;11;8
Ceará;Tentativa de homicídio;2017;11;114
Ceará;Estupro;2017;12;137
Ceará;Furto de veículo;2017;12;417
Ceará;Homicídio doloso;2017;12;426
Ceará;Lesão corporal seguida de morte;2017;12;6
Ceará;Roubo a instituição financeira;2017;12;3
Ceará;Roubo de carga;2017;12;16
Ceará;Roubo de veículo;2017;12;886
Ceará;Roubo seguido de morte (latrocínio);2017;12;4
Ceará;Tentativa de homicídio;2017;12;103
Ceará;Estupro;2018;1;144
Ceará;Furto de veículo;2018;1;379
Ceará;Homicídio doloso;2018;1;420
Ceará;Lesão corporal seguida de morte;2018;1;6
Ceará;Roubo a instituição financeira;2018;1;3
Ceará;Roubo de carga;2018;1;24
Ceará;Roubo de veículo;2018;1;891
Ceará;Roubo seguido de morte (latrocínio);2018;1;7
Ceará;Tentativa de homicídio;2018;1;120
Ceará;Estupro;2018;2;92
Ceará;Furto de veículo;2018;2;299
Ceará;Homicídio doloso;2018;2;336
Ceará;Lesão corporal seguida de morte;2018;2;1
Ceará;Roubo a instituição financeira;2018;2;2
Ceará;Roubo de carga;2018;2;21
Ceará;Roubo de veículo;2018;2;794
Ceará;Roubo seguido de morte (latrocínio);2018;2;2
Ceará;Tentativa de homicídio;2018;2;92
Ceará;Estupro;2018;3;127
Ceará;Furto de veículo;2018;3;372
Ceará;Homicídio doloso;2018;3;390
Ceará;Lesão corporal seguida de morte;2018;3;0
Ceará;Roubo a instituição financeira;2018;3;5
Ceará;Roubo de carga;2018;3;26
Ceará;Roubo de veículo;2018;3;913
Ceará;Roubo seguido de morte (latrocínio);2018;3;3
Ceará;Tentativa de homicídio;2018;3;107
Ceará;Estupro;2018;4;114
Ceará;Furto de veículo;2018;4;316
Ceará;Homicídio doloso;2018;4;345
Ceará;Lesão corporal seguida de morte;2018;4;2
Ceará;Roubo a instituição financeira;2018;4;2
Ceará;Roubo de carga;2018;4;20
Ceará;Roubo de veículo;2018;4;816
Ceará;Roubo seguido de morte (latrocínio);2018;4;4
Ceará;Tentativa de homicídio;2018;4;83
Ceará;Estupro;2018;5;141
Ceará;Furto de veículo;2018;5;302
Ceará;Homicídio doloso;2018;5;352
Ceará;Lesão corporal seguida de morte;2018;5;2
Ceará;Roubo a instituição financeira;2018;5;4
Ceará;Roubo de carga;2018;5;30
Ceará;Roubo de veículo;2018;5;860
Ceará;Roubo seguido de morte (latrocínio);2018;5;7
Ceará;Tentativa de homicídio;2018;5;122
Ceará;Estupro;2018;6;160
Ceará;Furto de veículo;2018;6;326
Ceará;Homicídio doloso;2018;6;364
Ceará;Lesão corporal seguida de morte;2018;6;0
Ceará;Roubo a instituição financeira;2018;6;4
Ceará;Roubo de carga;2018;6;26
Ceará;Roubo de veículo;2018;6;768
Ceará;Roubo seguido de morte (latrocínio);2018;6;2
Ceará;Tentativa de homicídio;2018;6;108
Ceará;Estupro;2018;7;146
Ceará;Furto de veículo;2018;7;349
Ceará;Homicídio doloso;2018;7;351
Ceará;Lesão corporal seguida de morte;2018;7;2
Ceará;Roubo a instituição financeira;2018;7;0
Ceará;Roubo de carga;2018;7;19
Ceará;Roubo de veículo;2018;7;696
Ceará;Roubo seguido de morte (latrocínio);2018;7;2
Ceará;Tentativa de homicídio;2018;7;78
Ceará;Estupro;2018;8;150
Ceará;Furto de veículo;2018;8;335
Ceará;Homicídio doloso;2018;8;332
Ceará;Lesão corporal seguida de morte;2018;8;5
Ceará;Roubo a instituição financeira;2018;8;3
Ceará;Roubo de carga;2018;8;23
Ceará;Roubo de veículo;2018;8;637
Ceará;Roubo seguido de morte (latrocínio);2018;8;1
Ceará;Tentativa de homicídio;2018;8;123
Ceará;Estupro;2018;9;162
Ceará;Furto de veículo;2018;9;385
Ceará;Homicídio doloso;2018;9;369
Ceará;Lesão corporal seguida de morte;2018;9;3
Ceará;Roubo a instituição financeira;2018;9;5
Ceará;Roubo de carga;2018;9;20
Ceará;Roubo de veículo;2018;9;699
Ceará;Roubo seguido de morte (latrocínio);2018;9;3
Ceará;Tentativa de homicídio;2018;9;123
Ceará;Estupro;2018;10;165
Ceará;Furto de veículo;2018;10;412
Ceará;Homicídio doloso;2018;10;332
Ceará;Lesão corporal seguida de morte;2018;10;1
Ceará;Roubo a instituição financeira;2018;10;4
Ceará;Roubo de carga;2018;10;15
Ceará;Roubo de veículo;2018;10;855
Ceará;Roubo seguido de morte (latrocínio);2018;10;4
Ceará;Tentativa de homicídio;2018;10;93
Ceará;Estupro;2018;11;136
Ceará;Furto de veículo;2018;11;360
Ceará;Homicídio doloso;2018;11;296
Ceará;Lesão corporal seguida de morte;2018;11;4
Ceará;Roubo a instituição financeira;2018;11;4
Ceará;Roubo de carga;2018;11;11
Ceará;Roubo de veículo;2018;11;728
Ceará;Roubo seguido de morte (latrocínio);2018;11;6
Ceará;Tentativa de homicídio;2018;11;105
Ceará;Estupro;2018;12;105
Ceará;Furto de veículo;2018;12;349
Ceará;Homicídio doloso;2018;12;296
Ceará;Lesão corporal seguida de morte;2018;12;6
Ceará;Roubo a instituição financeira;2018;12;5
Ceará;Roubo de carga;2018;12;9
Ceará;Roubo de veículo;2018;12;662
Ceará;Roubo seguido de morte (latrocínio);2018;12;6
Ceará;Tentativa de homicídio;2018;12;109
Ceará;Estupro;2019;1;114
Ceará;Furto de veículo;2019;1;267
Ceará;Homicídio doloso;2019;1;173
Ceará;Lesão corporal seguida de morte;2019;1;6
Ceará;Roubo a instituição financeira;2019;1;1
Ceará;Roubo de carga;2019;1;9
Ceará;Roubo de veículo;2019;1;407
Ceará;Roubo seguido de morte (latrocínio);2019;1;3
Ceará;Tentativa de homicídio;2019;1;106
Ceará;Estupro;2019;2;140
Ceará;Furto de veículo;2019;2;314
Ceará;Homicídio doloso;2019;2;153
Ceará;Lesão corporal seguida de morte;2019;2;4
Ceará;Roubo a instituição financeira;2019;2;3
Ceará;Roubo de carga;2019;2;10
Ceará;Roubo de veículo;2019;2;405
Ceará;Roubo seguido de morte (latrocínio);2019;2;4
Ceará;Tentativa de homicídio;2019;2;66
Ceará;Estupro;2019;3;136
Ceará;Furto de veículo;2019;3;312
Ceará;Homicídio doloso;2019;3;173
Ceará;Lesão corporal seguida de morte;2019;3;1
Ceará;Roubo a instituição financeira;2019;3;3
Ceará;Roubo de carga;2019;3;5
Ceará;Roubo de veículo;2019;3;472
Ceará;Roubo seguido de morte (latrocínio);2019;3;4
Ceará;Tentativa de homicídio;2019;3;96
Ceará;Estupro;2019;4;158
Ceará;Furto de veículo;2019;4;359
Ceará;Homicídio doloso;2019;4;195
Ceará;Lesão corporal seguida de morte;2019;4;4
Ceará;Roubo a instituição financeira;2019;4;1
Ceará;Roubo de carga;2019;4;11
Ceará;Roubo de veículo;2019;4;442
Ceará;Roubo seguido de morte (latrocínio);2019;4;4
Ceará;Tentativa de homicídio;2019;4;95
Ceará;Estupro;2019;5;142
Ceará;Furto de veículo;2019;5;380
Ceará;Homicídio doloso;2019;5;170
Ceará;Lesão corporal seguida de morte;2019;5;0
Ceará;Roubo a instituição financeira;2019;5;2
Ceará;Roubo de carga;2019;5;12
Ceará;Roubo de veículo;2019;5;429
Ceará;Roubo seguido de morte (latrocínio);2019;5;1
Ceará;Tentativa de homicídio;2019;5;92
Ceará;Estupro;2019;6;136
Ceará;Furto de veículo;2019;6;405
Ceará;Homicídio doloso;2019;6;153
Ceará;Lesão corporal seguida de morte;2019;6;4
Ceará;Roubo a instituição financeira;2019;6;0
Ceará;Roubo de carga;2019;6;6
Ceará;Roubo de veículo;2019;6;454
Ceará;Roubo seguido de morte (latrocínio);2019;6;4
Ceará;Tentativa de homicídio;2019;6;78
Ceará;Estupro;2019;7;158
Ceará;Furto de veículo;2019;7;391
Ceará;Homicídio doloso;2019;7;184
Ceará;Lesão corporal seguida de morte;2019;7;1
Ceará;Roubo a instituição financeira;2019;7;2
Ceará;Roubo de carga;2019;7;9
Ceará;Roubo de veículo;2019;7;401
Ceará;Roubo seguido de morte (latrocínio);2019;7;2
Ceará;Tentativa de homicídio;2019;7;96
Ceará;Estupro;2019;8;173
Ceará;Furto de veículo;2019;8;416
Ceará;Homicídio doloso;2019;8;176
Ceará;Lesão corporal seguida de morte;2019;8;3
Ceará;Roubo a instituição financeira;2019;8;0
Ceará;Roubo de carga;2019;8;5
Ceará;Roubo de veículo;2019;8;417
Ceará;Roubo seguido de morte (latrocínio);2019;8;1
Ceará;Tentativa de homicídio;2019;8;118
Ceará;Estupro;2019;9;182
Ceará;Furto de veículo;2019;9;423
Ceará;Homicídio doloso;2019;9;164
Ceará;Lesão corporal seguida de morte;2019;9;0
Ceará;Roubo a instituição financeira;2019;9;0
Ceará;Roubo de carga;2019;9;8
Ceará;Roubo de veículo;2019;9;356
Ceará;Roubo seguido de morte (latrocínio);2019;9;4
Ceará;Tentativa de homicídio;2019;9;109
Ceará;Estupro;2019;10;175
Ceará;Furto de veículo;2019;10;455
Ceará;Homicídio doloso;2019;10;169
Ceará;Lesão corporal seguida de morte;2019;10;1
Ceará;Roubo a instituição financeira;2019;10;1
Ceará;Roubo de carga;2019;10;5
Ceará;Roubo de veículo;2019;10;469
Ceará;Roubo seguido de morte (latrocínio);2019;10;3
Ceará;Tentativa de homicídio;2019;10;117
Ceará;Estupro;2019;11;158
Ceará;Furto de veículo;2019;11;442
Ceará;Homicídio doloso;2019;11;186
Ceará;Lesão corporal seguida de morte;2019;11;2
Ceará;Roubo a instituição financeira;2019;11;0
Ceará;Roubo de carga;2019;11;7
Ceará;Roubo de veículo;2019;11;444
Ceará;Roubo seguido de morte (latrocínio);2019;11;4
Ceará;Tentativa de homicídio;2019;11;99
Ceará;Estupro;2019;12;138
Ceará;Furto de veículo;2019;12;438
Ceará;Homicídio doloso;2019;12;191
Ceará;Lesão corporal seguida de morte;2019;12;4
Ceará;Roubo a instituição financeira;2019;12;1
Ceará;Roubo de carga;2019;12;3
Ceará;Roubo de veículo;2019;12;432
Ceará;Roubo seguido de morte (latrocínio);2019;12;2
Ceará;Tentativa de homicídio;2019;12;102
Ceará;Estupro;2020;1;158
Ceará;Furto de veículo;2020;1;442
Ceará;Homicídio doloso;2020;1;246
Ceará;Lesão corporal seguida de morte;2020;1;2
Ceará;Roubo a instituição financeira;2020;1;0
Ceará;Roubo de carga;2020;1;6
Ceará;Roubo de veículo;2020;1;539
Ceará;Roubo seguido de morte (latrocínio);2020;1;7
Ceará;Tentativa de homicídio;2020;1;92
Ceará;Estupro;2020;2;137
Ceará;Furto de veículo;2020;2;481
Ceará;Homicídio doloso;2020;2;430
Ceará;Lesão corporal seguida de morte;2020;2;2
Ceará;Roubo a instituição financeira;2020;2;1
Ceará;Roubo de carga;2020;2;5
Ceará;Roubo de veículo;2020;2;1193
Ceará;Roubo seguido de morte (latrocínio);2020;2;6
Ceará;Tentativa de homicídio;2020;2;110
Ceará;Estupro;2020;3;114
Ceará;Furto de veículo;2020;3;407
Ceará;Homicídio doloso;2020;3;339
Ceará;Lesão corporal seguida de morte;2020;3;5
Ceará;Roubo a instituição financeira;2020;3;2
Ceará;Roubo de carga;2020;3;6
Ceará;Roubo de veículo;2020;3;1080
Ceará;Roubo seguido de morte (latrocínio);2020;3;4
Ceará;Tentativa de homicídio;2020;3;74
Distrito Federal;Estupro;2015;1;45
Distrito Federal;Furto de veículo;2015;1;602
Distrito Federal;Homicídio doloso;2015;1;70
Distrito Federal;Lesão corporal seguida de morte;2015;1;2
Distrito Federal;Roubo a instituição financeira;2015;1;1
Distrito Federal;Roubo de carga;2015;1;3
Distrito Federal;Roubo de veículo;2015;1;522
Distrito Federal;Roubo seguido de morte (latrocínio);2015;1;7
Distrito Federal;Tentativa de homicídio;2015;1;105
Distrito Federal;Estupro;2015;2;47
Distrito Federal;Furto de veículo;2015;2;469
Distrito Federal;Homicídio doloso;2015;2;45
Distrito Federal;Lesão corporal seguida de morte;2015;2;0
Distrito Federal;Roubo a instituição financeira;2015;2;0
Distrito Federal;Roubo de carga;2015;2;2
Distrito Federal;Roubo de veículo;2015;2;386
Distrito Federal;Roubo seguido de morte (latrocínio);2015;2;3
Distrito Federal;Tentativa de homicídio;2015;2;73
Distrito Federal;Estupro;2015;3;68
Distrito Federal;Furto de veículo;2015;3;564
Distrito Federal;Homicídio doloso;2015;3;53
Distrito Federal;Lesão corporal seguida de morte;2015;3;1
Distrito Federal;Roubo a instituição financeira;2015;3;1
Distrito Federal;Roubo de carga;2015;3;3
Distrito Federal;Roubo de veículo;2015;3;465
Distrito Federal;Roubo seguido de morte (latrocínio);2015;3;3
Distrito Federal;Tentativa de homicídio;2015;3;94
Distrito Federal;Estupro;2015;4;45
Distrito Federal;Furto de veículo;2015;4;559
Distrito Federal;Homicídio doloso;2015;4;58
Distrito Federal;Lesão corporal seguida de morte;2015;4;0
Distrito Federal;Roubo a instituição financeira;2015;4;1
Distrito Federal;Roubo de carga;2015;4;2
Distrito Federal;Roubo de veículo;2015;4;431
Distrito Federal;Roubo seguido de morte (latrocínio);2015;4;2
Distrito Federal;Tentativa de homicídio;2015;4;91
Distrito Federal;Estupro;2015;5;59
Distrito Federal;Furto de veículo;2015;5;540
Distrito Federal;Homicídio doloso;2015;5;46
Distrito Federal;Lesão corporal seguida de morte;2015;5;0
Distrito Federal;Roubo a instituição financeira;2015;5;0
Distrito Federal;Roubo de carga;2015;5;3
Distrito Federal;Roubo de veículo;2015;5;406
Distrito Federal;Roubo seguido de morte (latrocínio);2015;5;4
Distrito Federal;Tentativa de homicídio;2015;5;89
Distrito Federal;Estupro;2015;6;48
Distrito Federal;Furto de veículo;2015;6;551
Distrito Federal;Homicídio doloso;2015;6;47
Distrito Federal;Lesão corporal seguida de morte;2015;6;1
Distrito Federal;Roubo a instituição financeira;2015;6;2
Distrito Federal;Roubo de carga;2015;6;4
Distrito Federal;Roubo de veículo;2015;6;313
Distrito Federal;Roubo seguido de morte (latrocínio);2015;6;6
Distrito Federal;Tentativa de homicídio;2015;6;62
Distrito Federal;Estupro;2015;7;48
Distrito Federal;Furto de veículo;2015;7;544
Distrito Federal;Homicídio doloso;2015;7;43
Distrito Federal;Lesão corporal seguida de morte;2015;7;0
Distrito Federal;Roubo a instituição financeira;2015;7;1
Distrito Federal;Roubo de carga;2015;7;2
Distrito Federal;Roubo de veículo;2015;7;325
Distrito Federal;Roubo seguido de morte (latrocínio);2015;7;3
Distrito Federal;Tentativa de homicídio;2015;7;0
Distrito Federal;Estupro;2015;8;50
Distrito Federal;Furto de veículo;2015;8;577
Distrito Federal;Homicídio doloso;2015;8;36
Distrito Federal;Lesão corporal seguida de morte;2015;8;0
Distrito Federal;Roubo a instituição financeira;2015;8;1
Distrito Federal;Roubo de carga;2015;8;1
Distrito Federal;Roubo de veículo;2015;8;334
Distrito Federal;Roubo seguido de morte (latrocínio);2015;8;1
Distrito Federal;Tentativa de homicídio;2015;8;0
Distrito Federal;Estupro;2015;9;46
Distrito Federal;Furto de veículo;2015;9;347
Distrito Federal;Homicídio doloso;2015;9;44
Distrito Federal;Lesão corporal seguida de morte;2015;9;0
Distrito Federal;Roubo a instituição financeira;2015;9;0
Distrito Federal;Roubo de carga;2015;9;1
Distrito Federal;Roubo de veículo;2015;9;342
Distrito Federal;Roubo seguido de morte (latrocínio);2015;9;3
Distrito Federal;Tentativa de homicídio;2015;9;0
Distrito Federal;Estupro;2015;10;54
Distrito Federal;Furto de veículo;2015;10;585
Distrito Federal;Homicídio doloso;2015;10;56
Distrito Federal;Lesão corporal seguida de morte;2015;10;1
Distrito Federal;Roubo a instituição financeira;2015;10;1
Distrito Federal;Roubo de carga;2015;10;4
