UF;Tipo Crime;Ano;Mês;Vítimas
Pará;Roubo seguido de morte (latrocínio);2018;4;23
Pará;Roubo seguido de morte (latrocínio);2018;5;19
Pará;Roubo seguido de morte (latrocínio);2018;6;20
Pará;Roubo seguido de morte (latrocínio);2018;7;17
Pará;Roubo seguido de morte (latrocínio);2018;8;17
Pará;Roubo seguido de morte (latrocínio);2018;9;14
Pará;Roubo seguido de morte (latrocínio);2018;10;8
Pará;Roubo seguido de morte (latrocínio);2018;11;12
Pará;Roubo seguido de morte (latrocínio);2018;12;14
Pará;Roubo seguido de morte (latrocínio);2019;1;15
Pará;Roubo seguido de morte (latrocínio);2019;2;13
Pará;Roubo seguido de morte (latrocínio);2019;3;6
Pará;Roubo seguido de morte (latrocínio);2019;4;14
Pará;Roubo seguido de morte (latrocínio);2019;5;16
Pará;Roubo seguido de morte (latrocínio);2019;6;7
Pará;Roubo seguido de morte (latrocínio);2019;7;13
Pará;Roubo seguido de morte (latrocínio);2019;8;6
Pará;Roubo seguido de morte (latrocínio);2019;9;12
Pará;Roubo seguido de morte (latrocínio);2019;10;10
Pará;Roubo seguido de morte (latrocínio);2019;11;8
Pará;Roubo seguido de morte (latrocínio);2019;12;9
Pará;Roubo seguido de morte (latrocínio);2020;1;10
Pará;Roubo seguido de morte (latrocínio);2020;2;10
Pará;Roubo seguido de morte (latrocínio);2020;3;9
Paraíba;Homicídio doloso;2015;1;141
Paraíba;Homicídio doloso;2015;2;134
Paraíba;Homicídio doloso;2015;3;115
Paraíba;Homicídio doloso;2015;4;124
Paraíba;Homicídio doloso;2015;5;105
Paraíba;Homicídio doloso;2015;6;110
Paraíba;Homicídio doloso;2015;7;94
Paraíba;Homicídio doloso;2015;8;112
Paraíba;Homicídio doloso;2015;9;130
Paraíba;Homicídio doloso;2015;10;129
Paraíba;Homicídio doloso;2015;11;136
Paraíba;Homicídio doloso;2015;12;117
Paraíba;Homicídio doloso;2016;1;8
Paraíba;Homicídio doloso;2016;2;133
Paraíba;Homicídio doloso;2016;3;131
Paraíba;Homicídio doloso;2016;4;93
Paraíba;Homicídio doloso;2016;5;117
Paraíba;Homicídio doloso;2016;6;92
Paraíba;Homicídio doloso;2016;7;84
Paraíba;Homicídio doloso;2016;8;101
Paraíba;Homicídio doloso;2016;9;98
Paraíba;Homicídio doloso;2016;10;115
Paraíba;Homicídio doloso;2016;11;94
Paraíba;Homicídio doloso;2016;12;116
Paraíba;Homicídio doloso;2017;1;111
Paraíba;Homicídio doloso;2017;2;97
Paraíba;Homicídio doloso;2017;3;124
Paraíba;Homicídio doloso;2017;4;92
Paraíba;Homicídio doloso;2017;5;85
Paraíba;Homicídio doloso;2017;6;100
Paraíba;Homicídio doloso;2017;7;139
Paraíba;Homicídio doloso;2017;8;116
Paraíba;Homicídio doloso;2017;9;110
Paraíba;Homicídio doloso;2017;10;94
Paraíba;Homicídio doloso;2017;11;114
Paraíba;Homicídio doloso;2017;12;104
Paraíba;Homicídio doloso;2018;1;125
Paraíba;Homicídio doloso;2018;2;92
Paraíba;Homicídio doloso;2018;3;90
Paraíba;Homicídio doloso;2018;4;96
Paraíba;Homicídio doloso;2018;5;84
Paraíba;Homicídio doloso;2018;6;104
Paraíba;Homicídio doloso;2018;7;98
Paraíba;Homicídio doloso;2018;8;75
Paraíba;Homicídio doloso;2018;9;115
Paraíba;Homicídio doloso;2018;10;94
Paraíba;Homicídio doloso;2018;11;94
Paraíba;Homicídio doloso;2018;12;105
Paraíba;Homicídio doloso;2019;1;77
Paraíba;Homicídio doloso;2019;2;84
Paraíba;Homicídio doloso;2019;3;77
Paraíba;Homicídio doloso;2019;4;78
Paraíba;Homicídio doloso;2019;5;72
Paraíba;Homicídio doloso;2019;6;79
Paraíba;Homicídio doloso;2019;7;64
Paraíba;Homicídio doloso;2019;8;81
Paraíba;Homicídio doloso;2019;9;84
Paraíba;Homicídio doloso;2019;10;76
Paraíba;Homicídio doloso;2019;11;88
Paraíba;Homicídio doloso;2019;12;73
Paraíba;Homicídio doloso;2020;1;90
Paraíba;Homicídio doloso;2020;2;85
Paraíba;Homicídio doloso;2020;3;89
Paraíba;Lesão corporal seguida de morte;2015;4;1
Paraíba;Lesão corporal seguida de morte;2015;7;1
Paraíba;Lesão corporal seguida de morte;2015;8;1
Paraíba;Lesão corporal seguida de morte;2015;11;4
Paraíba;Lesão corporal seguida de morte;2016;9;1
Paraíba;Lesão corporal seguida de morte;2016;10;1
Paraíba;Lesão corporal seguida de morte;2017;1;1
Paraíba;Lesão corporal seguida de morte;2017;2;1
Paraíba;Lesão corporal seguida de morte;2017;3;0
Paraíba;Lesão corporal seguida de morte;2017;4;0
Paraíba;Lesão corporal seguida de morte;2017;5;1
Paraíba;Lesão corporal seguida de morte;2017;6;0
Paraíba;Lesão corporal seguida de morte;2017;7;0
Paraíba;Lesão corporal seguida de morte;2017;8;2
Paraíba;Lesão corporal seguida de morte;2017;9;0
Paraíba;Lesão corporal seguida de morte;2017;10;0
Paraíba;Lesão corporal seguida de morte;2017;11;0
Paraíba;Lesão corporal seguida de morte;2017;12;1
Paraíba;Lesão corporal seguida de morte;2018;1;0
Paraíba;Lesão corporal seguida de morte;2018;2;1
Paraíba;Lesão corporal seguida de morte;2018;3;0
Paraíba;Lesão corporal seguida de morte;2018;4;0
Paraíba;Lesão corporal seguida de morte;2018;5;0
Paraíba;Lesão corporal seguida de morte;2018;6;1
Paraíba;Lesão corporal seguida de morte;2018;7;0
Paraíba;Lesão corporal seguida de morte;2018;8;0
Paraíba;Lesão corporal seguida de morte;2018;9;1
Paraíba;Lesão corporal seguida de morte;2018;10;2
Paraíba;Lesão corporal seguida de morte;2018;11;0
Paraíba;Lesão corporal seguida de morte;2018;12;0
Paraíba;Lesão corporal seguida de morte;2019;1;0
Paraíba;Lesão corporal seguida de morte;2019;2;0
Paraíba;Lesão corporal seguida de morte;2019;3;0
Paraíba;Lesão corporal seguida de morte;2019;4;0
Paraíba;Lesão corporal seguida de morte;2019;5;0
Paraíba;Lesão corporal seguida de morte;2019;6;0
Paraíba;Lesão corporal seguida de morte;2019;7;0
Paraíba;Lesão corporal seguida de morte;2019;8;0
Paraíba;Lesão corporal seguida de morte;2019;9;0
Paraíba;Lesão corporal seguida de morte;2019;10;0
Paraíba;Lesão corporal seguida de morte;2019;11;0
Paraíba;Lesão corporal seguida de morte;2019;12;0
Paraíba;Lesão corporal seguida de morte;2020;1;0
Paraíba;Lesão corporal seguida de morte;2020;2;0
Paraíba;Lesão corporal seguida de morte;2020;3;0
Paraíba;Roubo seguido de morte (latrocínio);2015;1;7
Paraíba;Roubo seguido de morte (latrocínio);2015;2;3
Paraíba;Roubo seguido de morte (latrocínio);2015;3;5
Paraíba;Roubo seguido de morte (latrocínio);2015;4;2
Paraíba;Roubo seguido de morte (latrocínio);2015;5;5
Paraíba;Roubo seguido de morte (latrocínio);2015;6;4
Paraíba;Roubo seguido de morte (latrocínio);2015;7;5
Paraíba;Roubo seguido de morte (latrocínio);2015;8;2
Paraíba;Roubo seguido de morte (latrocínio);2015;9;6
Paraíba;Roubo seguido de morte (latrocínio);2015;10;3
Paraíba;Roubo seguido de morte (latrocínio);2015;11;6
Paraíba;Roubo seguido de morte (latrocínio);2016;1;7
Paraíba;Roubo seguido de morte (latrocínio);2016;2;1
Paraíba;Roubo seguido de morte (latrocínio);2016;4;3
Paraíba;Roubo seguido de morte (latrocínio);2016;5;5
Paraíba;Roubo seguido de morte (latrocínio);2016;6;7
Paraíba;Roubo seguido de morte (latrocínio);2016;7;1
Paraíba;Roubo seguido de morte (latrocínio);2016;8;2
Paraíba;Roubo seguido de morte (latrocínio);2016;9;3
Paraíba;Roubo seguido de morte (latrocínio);2016;10;4
Paraíba;Roubo seguido de morte (latrocínio);2016;11;3
Paraíba;Roubo seguido de morte (latrocínio);2016;12;4
Paraíba;Roubo seguido de morte (latrocínio);2017;1;2
Paraíba;Roubo seguido de morte (latrocínio);2017;2;3
Paraíba;Roubo seguido de morte (latrocínio);2017;3;6
Paraíba;Roubo seguido de morte (latrocínio);2017;4;1
Paraíba;Roubo seguido de morte (latrocínio);2017;5;5
Paraíba;Roubo seguido de morte (latrocínio);2017;6;2
Paraíba;Roubo seguido de morte (latrocínio);2017;7;4
Paraíba;Roubo seguido de morte (latrocínio);2017;8;4
Paraíba;Roubo seguido de morte (latrocínio);2017;9;2
Paraíba;Roubo seguido de morte (latrocínio);2017;10;1
Paraíba;Roubo seguido de morte (latrocínio);2017;11;2
Paraíba;Roubo seguido de morte (latrocínio);2017;12;6
Paraíba;Roubo seguido de morte (latrocínio);2018;1;3
Paraíba;Roubo seguido de morte (latrocínio);2018;2;4
Paraíba;Roubo seguido de morte (latrocínio);2018;3;2
Paraíba;Roubo seguido de morte (latrocínio);2018;4;3
Paraíba;Roubo seguido de morte (latrocínio);2018;5;2
Paraíba;Roubo seguido de morte (latrocínio);2018;6;5
Paraíba;Roubo seguido de morte (latrocínio);2018;7;5
Paraíba;Roubo seguido de morte (latrocínio);2018;8;2
Paraíba;Roubo seguido de morte (latrocínio);2018;9;4
Paraíba;Roubo seguido de morte (latrocínio);2018;10;4
Paraíba;Roubo seguido de morte (latrocínio);2018;11;2
Paraíba;Roubo seguido de morte (latrocínio);2018;12;1
Paraíba;Roubo seguido de morte (latrocínio);2019;1;2
Paraíba;Roubo seguido de morte (latrocínio);2019;2;0
Paraíba;Roubo seguido de morte (latrocínio);2019;3;0
Paraíba;Roubo seguido de morte (latrocínio);2019;4;5
Paraíba;Roubo seguido de morte (latrocínio);2019;5;3
Paraíba;Roubo seguido de morte (latrocínio);2019;6;2
Paraíba;Roubo seguido de morte (latrocínio);2019;7;3
Paraíba;Roubo seguido de morte (latrocínio);2019;8;0
Paraíba;Roubo seguido de morte (latrocínio);2019;9;1
Paraíba;Roubo seguido de morte (latrocínio);2019;10;0
Paraíba;Roubo seguido de morte (latrocínio);2019;11;0
Paraíba;Roubo seguido de morte (latrocínio);2019;12;2
Paraíba;Roubo seguido de morte (latrocínio);2020;1;0
Paraíba;Roubo seguido de morte (latrocínio);2020;3;0
Paraná;Homicídio doloso;2015;1;450
Paraná;Homicídio doloso;2015;2;466
Paraná;Homicídio doloso;2015;3;484
Paraná;Homicídio doloso;2015;4;386
Paraná;Homicídio doloso;2015;5;360
Paraná;Homicídio doloso;2015;6;298
Paraná;Homicídio doloso;2015;7;340
Paraná;Homicídio doloso;2015;8;406
Paraná;Homicídio doloso;2015;9;364
Paraná;Homicídio doloso;2015;10;436
Paraná;Homicídio doloso;2015;11;382
Paraná;Homicídio doloso;2015;12;460
Paraná;Homicídio doloso;2016;1;476
Paraná;Homicídio doloso;2016;2;420
Paraná;Homicídio doloso;2016;3;478
Paraná;Homicídio doloso;2016;4;442
Paraná;Homicídio doloso;2016;5;392
Paraná;Homicídio doloso;2016;6;344
Paraná;Homicídio doloso;2016;7;408
Paraná;Homicídio doloso;2016;8;420
Paraná;Homicídio doloso;2016;9;356
Paraná;Homicídio doloso;2016;10;454
Paraná;Homicídio doloso;2016;11;424
Paraná;Homicídio doloso;2016;12;382
Paraná;Homicídio doloso;2017;1;410
Paraná;Homicídio doloso;2017;2;404
Paraná;Homicídio doloso;2017;3;442
Paraná;Homicídio doloso;2017;4;350
Paraná;Homicídio doloso;2017;5;324
Paraná;Homicídio doloso;2017;6;316
Paraná;Homicídio doloso;2017;7;370
Paraná;Homicídio doloso;2017;8;356
Paraná;Homicídio doloso;2017;9;410
Paraná;Homicídio doloso;2017;10;352
Paraná;Homicídio doloso;2017;11;362
Paraná;Homicídio doloso;2017;12;278
Paraná;Homicídio doloso;2018;1;370
Paraná;Homicídio doloso;2018;2;364
Paraná;Homicídio doloso;2018;3;382
Paraná;Homicídio doloso;2018;4;322
Paraná;Homicídio doloso;2018;5;374
Paraná;Homicídio doloso;2018;6;254
Paraná;Homicídio doloso;2018;7;340
Paraná;Homicídio doloso;2018;8;282
Paraná;Homicídio doloso;2018;9;308
Paraná;Homicídio doloso;2018;10;292
Paraná;Homicídio doloso;2018;11;302
Paraná;Homicídio doloso;2018;12;320
Paraná;Homicídio doloso;2019;1;302
Paraná;Homicídio doloso;2019;2;242
Paraná;Homicídio doloso;2019;3;317
Paraná;Homicídio doloso;2019;4;326
Paraná;Homicídio doloso;2019;5;285
Paraná;Homicídio doloso;2019;6;251
Paraná;Homicídio doloso;2019;7;254
Paraná;Homicídio doloso;2019;8;238
Paraná;Homicídio doloso;2019;9;353
Paraná;Homicídio doloso;2019;10;335
Paraná;Homicídio doloso;2019;11;336
Paraná;Homicídio doloso;2019;12;316
Paraná;Homicídio doloso;2020;1;324
Paraná;Homicídio doloso;2020;2;210
Paraná;Homicídio doloso;2020;3;205
Paraná;Lesão corporal seguida de morte;2015;1;12
Paraná;Lesão corporal seguida de morte;2015;2;4
Paraná;Lesão corporal seguida de morte;2015;3;10
Paraná;Lesão corporal seguida de morte;2015;4;6
Paraná;Lesão corporal seguida de morte;2015;5;8
Paraná;Lesão corporal seguida de morte;2015;6;14
Paraná;Lesão corporal seguida de morte;2015;7;6
Paraná;Lesão corporal seguida de morte;2015;8;12
Paraná;Lesão corporal seguida de morte;2015;9;12
Paraná;Lesão corporal seguida de morte;2015;10;16
Paraná;Lesão corporal seguida de morte;2015;11;16
Paraná;Lesão corporal seguida de morte;2015;12;6
Paraná;Lesão corporal seguida de morte;2016;1;10
Paraná;Lesão corporal seguida de morte;2016;2;12
Paraná;Lesão corporal seguida de morte;2016;3;6
Paraná;Lesão corporal seguida de morte;2016;4;16
Paraná;Lesão corporal seguida de morte;2016;5;12
Paraná;Lesão corporal seguida de morte;2016;6;14
Paraná;Lesão corporal seguida de morte;2016;7;4
Paraná;Lesão corporal seguida de morte;2016;8;10
Paraná;Lesão corporal seguida de morte;2016;9;14
Paraná;Lesão corporal seguida de morte;2016;10;8
Paraná;Lesão corporal seguida de morte;2016;11;6
Paraná;Lesão corporal seguida de morte;2016;12;8
Paraná;Lesão corporal seguida de morte;2017;1;6
Paraná;Lesão corporal seguida de morte;2017;2;8
Paraná;Lesão corporal seguida de morte;2017;3;4
Paraná;Lesão corporal seguida de morte;2017;4;8
Paraná;Lesão corporal seguida de morte;2017;5;10
Paraná;Lesão corporal seguida de morte;2017;6;4
Paraná;Lesão corporal seguida de morte;2017;7;4
Paraná;Lesão corporal seguida de morte;2017;8;4
Paraná;Lesão corporal seguida de morte;2017;9;4
Paraná;Lesão corporal seguida de morte;2017;10;2
Paraná;Lesão corporal seguida de morte;2017;11;14
Paraná;Lesão corporal seguida de morte;2017;12;4
Paraná;Lesão corporal seguida de morte;2018;1;4
Paraná;Lesão corporal seguida de morte;2018;2;2
Paraná;Lesão corporal seguida de morte;2018;3;4
Paraná;Lesão corporal seguida de morte;2018;4;12
Paraná;Lesão corporal seguida de morte;2018;5;6
Paraná;Lesão corporal seguida de morte;2018;6;10
Paraná;Lesão corporal seguida de morte;2018;7;6
Paraná;Lesão corporal seguida de morte;2018;8;10
Paraná;Lesão corporal seguida de morte;2018;9;2
Paraná;Lesão corporal seguida de morte;2018;10;8
Paraná;Lesão corporal seguida de morte;2018;11;6
Paraná;Lesão corporal seguida de morte;2018;12;8
Paraná;Lesão corporal seguida de morte;2019;1;20
Paraná;Lesão corporal seguida de morte;2019;2;8
Paraná;Lesão corporal seguida de morte;2019;3;15
Paraná;Lesão corporal seguida de morte;2019;4;7
Paraná;Lesão corporal seguida de morte;2019;5;9
Paraná;Lesão corporal seguida de morte;2019;6;5
Paraná;Lesão corporal seguida de morte;2019;7;8
Paraná;Lesão corporal seguida de morte;2019;8;4
Paraná;Lesão corporal seguida de morte;2019;9;4
Paraná;Lesão corporal seguida de morte;2019;10;7
Paraná;Lesão corporal seguida de morte;2019;11;6
Paraná;Lesão corporal seguida de morte;2019;12;10
Paraná;Lesão corporal seguida de morte;2020;1;14
Paraná;Lesão corporal seguida de morte;2020;2;3
Paraná;Lesão corporal seguida de morte;2020;3;2
Paraná;Roubo seguido de morte (latrocínio);2015;1;26
Paraná;Roubo seguido de morte (latrocínio);2015;2;18
Paraná;Roubo seguido de morte (latrocínio);2015;3;30
Paraná;Roubo seguido de morte (latrocínio);2015;4;14
Paraná;Roubo seguido de morte (latrocínio);2015;5;26
Paraná;Roubo seguido de morte (latrocínio);2015;6;4
Paraná;Roubo seguido de morte (latrocínio);2015;7;16
Paraná;Roubo seguido de morte (latrocínio);2015;8;26
Paraná;Roubo seguido de morte (latrocínio);2015;9;16
Paraná;Roubo seguido de morte (latrocínio);2015;10;30
Paraná;Roubo seguido de morte (latrocínio);2015;11;18
Paraná;Roubo seguido de morte (latrocínio);2015;12;10
Paraná;Roubo seguido de morte (latrocínio);2016;1;22
Paraná;Roubo seguido de morte (latrocínio);2016;2;22
Paraná;Roubo seguido de morte (latrocínio);2016;3;22
Paraná;Roubo seguido de morte (latrocínio);2016;4;22
Paraná;Roubo seguido de morte (latrocínio);2016;5;22
Paraná;Roubo seguido de morte (latrocínio);2016;6;20
Paraná;Roubo seguido de morte (latrocínio);2016;7;14
Paraná;Roubo seguido de morte (latrocínio);2016;8;28
Paraná;Roubo seguido de morte (latrocínio);2016;9;20
Paraná;Roubo seguido de morte (latrocínio);2016;10;20
Paraná;Roubo seguido de morte (latrocínio);2016;11;14
Paraná;Roubo seguido de morte (latrocínio);2016;12;8
Paraná;Roubo seguido de morte (latrocínio);2017;1;24
Paraná;Roubo seguido de morte (latrocínio);2017;2;14
Paraná;Roubo seguido de morte (latrocínio);2017;3;12
Paraná;Roubo seguido de morte (latrocínio);2017;4;2
Paraná;Roubo seguido de morte (latrocínio);2017;5;22
Paraná;Roubo seguido de morte (latrocínio);2017;6;8
Paraná;Roubo seguido de morte (latrocínio);2017;7;8
Paraná;Roubo seguido de morte (latrocínio);2017;8;16
Paraná;Roubo seguido de morte (latrocínio);2017;9;4
Paraná;Roubo seguido de morte (latrocínio);2017;10;4
Paraná;Roubo seguido de morte (latrocínio);2017;11;12
Paraná;Roubo seguido de morte (latrocínio);2017;12;8
Paraná;Roubo seguido de morte (latrocínio);2018;1;18
Paraná;Roubo seguido de morte (latrocínio);2018;2;26
Paraná;Roubo seguido de morte (latrocínio);2018;3;20
Paraná;Roubo seguido de morte (latrocínio);2018;4;16
Paraná;Roubo seguido de morte (latrocínio);2018;5;26
Paraná;Roubo seguido de morte (latrocínio);2018;6;6
Paraná;Roubo seguido de morte (latrocínio);2018;7;10
Paraná;Roubo seguido de morte (latrocínio);2018;8;12
Paraná;Roubo seguido de morte (latrocínio);2018;9;24
Paraná;Roubo seguido de morte (latrocínio);2018;10;16
Paraná;Roubo seguido de morte (latrocínio);2018;11;6
Paraná;Roubo seguido de morte (latrocínio);2018;12;8
Paraná;Roubo seguido de morte (latrocínio);2019;1;14
Paraná;Roubo seguido de morte (latrocínio);2019;2;18
Paraná;Roubo seguido de morte (latrocínio);2019;3;23
Paraná;Roubo seguido de morte (latrocínio);2019;4;12
Paraná;Roubo seguido de morte (latrocínio);2019;5;21
Paraná;Roubo seguido de morte (latrocínio);2019;6;24
Paraná;Roubo seguido de morte (latrocínio);2019;7;14
Paraná;Roubo seguido de morte (latrocínio);2019;8;15
Paraná;Roubo seguido de morte (latrocínio);2019;9;12
Paraná;Roubo seguido de morte (latrocínio);2019;10;14
Paraná;Roubo seguido de morte (latrocínio);2019;11;20
Paraná;Roubo seguido de morte (latrocínio);2019;12;8
Paraná;Roubo seguido de morte (latrocínio);2020;1;6
Paraná;Roubo seguido de morte (latrocínio);2020;2;2
Paraná;Roubo seguido de morte (latrocínio);2020;3;7
Pernambuco;Homicídio doloso;2015;1;317
Pernambuco;Homicídio doloso;2015;2;313
Pernambuco;Homicídio doloso;2015;3;329
Pernambuco;Homicídio doloso;2015;4;314
Pernambuco;Homicídio doloso;2015;5;295
Pernambuco;Homicídio doloso;2015;6;257
Pernambuco;Homicídio doloso;2015;7;288
Pernambuco;Homicídio doloso;2015;8;310
Pernambuco;Homicídio doloso;2015;9;281
Pernambuco;Homicídio doloso;2015;10;368
Pernambuco;Homicídio doloso;2015;11;345
Pernambuco;Homicídio doloso;2015;12;333
Pernambuco;Homicídio doloso;2016;1;343
Pernambuco;Homicídio doloso;2016;2;293
Pernambuco;Homicídio doloso;2016;3;376
Pernambuco;Homicídio doloso;2016;4;334
Pernambuco;Homicídio doloso;2016;5;300
Pernambuco;Homicídio doloso;2016;6;314
Pernambuco;Homicídio doloso;2016;7;332
Pernambuco;Homicídio doloso;2016;8;347
Pernambuco;Homicídio doloso;2016;9;358
Pernambuco;Homicídio doloso;2016;10;433
Pernambuco;Homicídio doloso;2016;11;389
Pernambuco;Homicídio doloso;2016;12;458
Pernambuco;Homicídio doloso;2017;1;459
Pernambuco;Homicídio doloso;2017;2;466
Pernambuco;Homicídio doloso;2017;3;526
Pernambuco;Homicídio doloso;2017;4;476
Pernambuco;Homicídio doloso;2017;5;425
Pernambuco;Homicídio doloso;2017;6;357
Pernambuco;Homicídio doloso;2017;7;413
Pernambuco;Homicídio doloso;2017;8;380
Pernambuco;Homicídio doloso;2017;9;396
Pernambuco;Homicídio doloso;2017;10;420
Pernambuco;Homicídio doloso;2017;11;436
Pernambuco;Homicídio doloso;2017;12;386
Pernambuco;Homicídio doloso;2018;1;441
Pernambuco;Homicídio doloso;2018;2;394
Pernambuco;Homicídio doloso;2018;3;351
Pernambuco;Homicídio doloso;2018;4;340
Pernambuco;Homicídio doloso;2018;5;344
Pernambuco;Homicídio doloso;2018;6;329
Pernambuco;Homicídio doloso;2018;7;325
Pernambuco;Homicídio doloso;2018;8;277
Pernambuco;Homicídio doloso;2018;9;311
Pernambuco;Homicídio doloso;2018;10;321
Pernambuco;Homicídio doloso;2018;11;292
Pernambuco;Homicídio doloso;2018;12;297
Pernambuco;Homicídio doloso;2019;1;291
Pernambuco;Homicídio doloso;2019;2;263
Pernambuco;Homicídio doloso;2019;3;303
Pernambuco;Homicídio doloso;2019;4;302
Pernambuco;Homicídio doloso;2019;5;286
Pernambuco;Homicídio doloso;2019;6;240
Pernambuco;Homicídio doloso;2019;7;234
Pernambuco;Homicídio doloso;2019;8;262
Pernambuco;Homicídio doloso;2019;9;273
Pernambuco;Homicídio doloso;2019;10;303
Pernambuco;Homicídio doloso;2019;11;279
Pernambuco;Homicídio doloso;2019;12;276
Pernambuco;Homicídio doloso;2020;1;315
Pernambuco;Homicídio doloso;2020;2;285
Pernambuco;Homicídio doloso;2020;3;349
Pernambuco;Lesão corporal seguida de morte;2015;1;1
Pernambuco;Lesão corporal seguida de morte;2015;2;2
Pernambuco;Lesão corporal seguida de morte;2015;3;1
Pernambuco;Lesão corporal seguida de morte;2015;4;1
Pernambuco;Lesão corporal seguida de morte;2015;5;4
Pernambuco;Lesão corporal seguida de morte;2015;6;0
Pernambuco;Lesão corporal seguida de morte;2015;7;1
Pernambuco;Lesão corporal seguida de morte;2015;8;3
Pernambuco;Lesão corporal seguida de morte;2015;9;3
Pernambuco;Lesão corporal seguida de morte;2015;10;2
Pernambuco;Lesão corporal seguida de morte;2015;11;3
Pernambuco;Lesão corporal seguida de morte;2015;12;2
Pernambuco;Lesão corporal seguida de morte;2016;1;0
Pernambuco;Lesão corporal seguida de morte;2016;2;5
Pernambuco;Lesão corporal seguida de morte;2016;3;2
Pernambuco;Lesão corporal seguida de morte;2016;4;4
Pernambuco;Lesão corporal seguida de morte;2016;5;4
Pernambuco;Lesão corporal seguida de morte;2016;6;4
Pernambuco;Lesão corporal seguida de morte;2016;7;4
Pernambuco;Lesão corporal seguida de morte;2016;8;3
Pernambuco;Lesão corporal seguida de morte;2016;9;3
Pernambuco;Lesão corporal seguida de morte;2016;10;4
Pernambuco;Lesão corporal seguida de morte;2016;11;0
Pernambuco;Lesão corporal seguida de morte;2016;12;2
Pernambuco;Lesão corporal seguida de morte;2017;1;2
Pernambuco;Lesão corporal seguida de morte;2017;2;3
Pernambuco;Lesão corporal seguida de morte;2017;3;0
Pernambuco;Lesão corporal seguida de morte;2017;4;9
Pernambuco;Lesão corporal seguida de morte;2017;5;5
Pernambuco;Lesão corporal seguida de morte;2017;6;5
Pernambuco;Lesão corporal seguida de morte;2017;7;3
Pernambuco;Lesão corporal seguida de morte;2017;8;6
Pernambuco;Lesão corporal seguida de morte;2017;9;2
Pernambuco;Lesão corporal seguida de morte;2017;10;0
Pernambuco;Lesão corporal seguida de morte;2017;11;1
Pernambuco;Lesão corporal seguida de morte;2017;12;1
Pernambuco;Lesão corporal seguida de morte;2018;1;0
Pernambuco;Lesão corporal seguida de morte;2018;2;3
Pernambuco;Lesão corporal seguida de morte;2018;3;2
Pernambuco;Lesão corporal seguida de morte;2018;4;1
Pernambuco;Lesão corporal seguida de morte;2018;5;0
Pernambuco;Lesão corporal seguida de morte;2018;6;1
Pernambuco;Lesão corporal seguida de morte;2018;7;2
Pernambuco;Lesão corporal seguida de morte;2018;8;3
Pernambuco;Lesão corporal seguida de morte;2018;9;0
Pernambuco;Lesão corporal seguida de morte;2018;10;2
Pernambuco;Lesão corporal seguida de morte;2018;11;1
Pernambuco;Lesão corporal seguida de morte;2018;12;3
Pernambuco;Lesão corporal seguida de morte;2019;1;1
Pernambuco;Lesão corporal seguida de morte;2019;2;0
Pernambuco;Lesão corporal seguida de morte;2019;3;2
Pernambuco;Lesão corporal seguida de morte;2019;4;2
Pernambuco;Lesão corporal seguida de morte;2019;5;2
Pernambuco;Lesão corporal seguida de morte;2019;6;2
Pernambuco;Lesão corporal seguida de morte;2019;7;2
Pernambuco;Lesão corporal seguida de morte;2019;8;1
Pernambuco;Lesão corporal seguida de morte;2019;9;3
Pernambuco;Lesão corporal seguida de morte;2019;10;3
Pernambuco;Lesão corporal seguida de morte;2019;11;1
Pernambuco;Lesão corporal seguida de morte;2020;1;4
Pernambuco;Roubo seguido de morte (latrocínio);2015;1;5
Pernambuco;Roubo seguido de morte (latrocínio);2015;2;10
Pernambuco;Roubo seguido de morte (latrocínio);2015;3;5
Pernambuco;Roubo seguido de morte (latrocínio);2015;4;9
Pernambuco;Roubo seguido de morte (latrocínio);2015;5;14
Pernambuco;Roubo seguido de morte (latrocínio);2015;6;9
Pernambuco;Roubo seguido de morte (latrocínio);2015;7;12
Pernambuco;Roubo seguido de morte (latrocínio);2015;8;15
Pernambuco;Roubo seguido de morte (latrocínio);2015;9;7
Pernambuco;Roubo seguido de morte (latrocínio);2015;10;9
Pernambuco;Roubo seguido de morte (latrocínio);2015;11;9
Pernambuco;Roubo seguido de morte (latrocínio);2015;12;12
Pernambuco;Roubo seguido de morte (latrocínio);2016;1;11
Pernambuco;Roubo seguido de morte (latrocínio);2016;2;10
Pernambuco;Roubo seguido de morte (latrocínio);2016;3;17
Pernambuco;Roubo seguido de morte (latrocínio);2016;4;16
Pernambuco;Roubo seguido de morte (latrocínio);2016;5;15
Pernambuco;Roubo seguido de morte (latrocínio);2016;6;15
Pernambuco;Roubo seguido de morte (latrocínio);2016;7;11
Pernambuco;Roubo seguido de morte (latrocínio);2016;8;13
Pernambuco;Roubo seguido de morte (latrocínio);2016;9;20
Pernambuco;Roubo seguido de morte (latrocínio);2016;10;12
Pernambuco;Roubo seguido de morte (latrocínio);2016;11;17
Pernambuco;Roubo seguido de morte (latrocínio);2016;12;12
Pernambuco;Roubo seguido de morte (latrocínio);2017;1;17
Pernambuco;Roubo seguido de morte (latrocínio);2017;2;27
Pernambuco;Roubo seguido de morte (latrocínio);2017;3;25
Pernambuco;Roubo seguido de morte (latrocínio);2017;4;29
Pernambuco;Roubo seguido de morte (latrocínio);2017;5;28
Pernambuco;Roubo seguido de morte (latrocínio);2017;6;17
Pernambuco;Roubo seguido de morte (latrocínio);2017;7;30
