UF;Tipo Crime;Ano;Mês;Vítimas
Espírito Santo;Roubo seguido de morte (latrocínio);2016;10;5
Espírito Santo;Roubo seguido de morte (latrocínio);2016;11;4
Espírito Santo;Roubo seguido de morte (latrocínio);2016;12;6
Espírito Santo;Roubo seguido de morte (latrocínio);2017;1;0
Espírito Santo;Roubo seguido de morte (latrocínio);2017;2;7
Espírito Santo;Roubo seguido de morte (latrocínio);2017;3;8
Espírito Santo;Roubo seguido de morte (latrocínio);2017;4;4
Espírito Santo;Roubo seguido de morte (latrocínio);2017;5;3
Espírito Santo;Roubo seguido de morte (latrocínio);2017;6;3
Espírito Santo;Roubo seguido de morte (latrocínio);2017;7;7
Espírito Santo;Roubo seguido de morte (latrocínio);2017;8;4
Espírito Santo;Roubo seguido de morte (latrocínio);2017;9;1
Espírito Santo;Roubo seguido de morte (latrocínio);2017;10;1
Espírito Santo;Roubo seguido de morte (latrocínio);2017;11;2
Espírito Santo;Roubo seguido de morte (latrocínio);2017;12;5
Espírito Santo;Roubo seguido de morte (latrocínio);2018;1;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;2;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;3;6
Espírito Santo;Roubo seguido de morte (latrocínio);2018;4;4
Espírito Santo;Roubo seguido de morte (latrocínio);2018;5;2
Espírito Santo;Roubo seguido de morte (latrocínio);2018;6;2
Espírito Santo;Roubo seguido de morte (latrocínio);2018;7;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;8;1
Espírito Santo;Roubo seguido de morte (latrocínio);2018;9;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;10;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;11;3
Espírito Santo;Roubo seguido de morte (latrocínio);2018;12;1
Espírito Santo;Roubo seguido de morte (latrocínio);2019;1;0
Espírito Santo;Roubo seguido de morte (latrocínio);2019;2;3
Espírito Santo;Roubo seguido de morte (latrocínio);2019;3;4
Espírito Santo;Roubo seguido de morte (latrocínio);2019;4;2
Espírito Santo;Roubo seguido de morte (latrocínio);2019;5;0
Espírito Santo;Roubo seguido de morte (latrocínio);2019;6;4
Espírito Santo;Roubo seguido de morte (latrocínio);2019;7;0
Espírito Santo;Roubo seguido de morte (latrocínio);2019;8;1
Espírito Santo;Roubo seguido de morte (latrocínio);2019;10;0
Espírito Santo;Roubo seguido de morte (latrocínio);2019;12;1
Espírito Santo;Roubo seguido de morte (latrocínio);2020;1;2
Espírito Santo;Roubo seguido de morte (latrocínio);2020;2;2
Espírito Santo;Roubo seguido de morte (latrocínio);2020;3;5
Goiás;Homicídio doloso;2015;1;208
Goiás;Homicídio doloso;2015;2;203
Goiás;Homicídio doloso;2015;3;225
Goiás;Homicídio doloso;2015;4;260
Goiás;Homicídio doloso;2015;5;223
Goiás;Homicídio doloso;2015;6;209
Goiás;Homicídio doloso;2015;7;236
Goiás;Homicídio doloso;2015;8;212
Goiás;Homicídio doloso;2015;9;227
Goiás;Homicídio doloso;2015;10;253
Goiás;Homicídio doloso;2015;11;247
Goiás;Homicídio doloso;2015;12;233
Goiás;Homicídio doloso;2016;1;260
Goiás;Homicídio doloso;2016;2;250
Goiás;Homicídio doloso;2016;3;232
Goiás;Homicídio doloso;2016;4;222
Goiás;Homicídio doloso;2016;5;208
Goiás;Homicídio doloso;2016;6;179
Goiás;Homicídio doloso;2016;7;182
Goiás;Homicídio doloso;2016;8;190
Goiás;Homicídio doloso;2016;9;206
Goiás;Homicídio doloso;2016;10;231
Goiás;Homicídio doloso;2016;11;203
Goiás;Homicídio doloso;2016;12;213
Goiás;Homicídio doloso;2017;1;210
Goiás;Homicídio doloso;2017;2;179
Goiás;Homicídio doloso;2017;3;196
Goiás;Homicídio doloso;2017;4;240
Goiás;Homicídio doloso;2017;5;183
Goiás;Homicídio doloso;2017;6;160
Goiás;Homicídio doloso;2017;7;193
Goiás;Homicídio doloso;2017;8;198
Goiás;Homicídio doloso;2017;9;182
Goiás;Homicídio doloso;2017;10;200
Goiás;Homicídio doloso;2017;11;151
Goiás;Homicídio doloso;2017;12;163
Goiás;Homicídio doloso;2018;1;170
Goiás;Homicídio doloso;2018;2;173
Goiás;Homicídio doloso;2018;3;184
Goiás;Homicídio doloso;2018;4;187
Goiás;Homicídio doloso;2018;5;162
Goiás;Homicídio doloso;2018;6;172
Goiás;Homicídio doloso;2018;7;167
Goiás;Homicídio doloso;2018;8;150
Goiás;Homicídio doloso;2018;9;177
Goiás;Homicídio doloso;2018;10;172
Goiás;Homicídio doloso;2018;11;129
Goiás;Homicídio doloso;2018;12;182
Goiás;Homicídio doloso;2019;1;180
Goiás;Homicídio doloso;2019;2;151
Goiás;Homicídio doloso;2019;3;160
Goiás;Homicídio doloso;2019;4;159
Goiás;Homicídio doloso;2019;5;147
Goiás;Homicídio doloso;2019;6;107
Goiás;Homicídio doloso;2019;7;119
Goiás;Homicídio doloso;2019;8;123
Goiás;Homicídio doloso;2019;9;115
Goiás;Homicídio doloso;2019;10;113
Goiás;Homicídio doloso;2019;11;130
Goiás;Homicídio doloso;2019;12;123
Goiás;Homicídio doloso;2020;1;142
Goiás;Homicídio doloso;2020;2;132
Goiás;Homicídio doloso;2020;3;118
Goiás;Lesão corporal seguida de morte;2015;1;13
Goiás;Lesão corporal seguida de morte;2015;2;0
Goiás;Lesão corporal seguida de morte;2015;3;0
Goiás;Lesão corporal seguida de morte;2015;4;1
Goiás;Lesão corporal seguida de morte;2015;5;0
Goiás;Lesão corporal seguida de morte;2015;6;1
Goiás;Lesão corporal seguida de morte;2015;7;0
Goiás;Lesão corporal seguida de morte;2015;8;1
Goiás;Lesão corporal seguida de morte;2015;9;2
Goiás;Lesão corporal seguida de morte;2015;10;2
Goiás;Lesão corporal seguida de morte;2015;11;3
Goiás;Lesão corporal seguida de morte;2015;12;3
Goiás;Lesão corporal seguida de morte;2016;1;0
Goiás;Lesão corporal seguida de morte;2016;2;1
Goiás;Lesão corporal seguida de morte;2016;3;0
Goiás;Lesão corporal seguida de morte;2016;4;5
Goiás;Lesão corporal seguida de morte;2016;5;2
Goiás;Lesão corporal seguida de morte;2016;6;3
Goiás;Lesão corporal seguida de morte;2016;7;2
Goiás;Lesão corporal seguida de morte;2016;8;1
Goiás;Lesão corporal seguida de morte;2016;9;2
Goiás;Lesão corporal seguida de morte;2016;10;1
Goiás;Lesão corporal seguida de morte;2016;11;5
Goiás;Lesão corporal seguida de morte;2016;12;4
Goiás;Lesão corporal seguida de morte;2017;1;2
Goiás;Lesão corporal seguida de morte;2017;2;6
Goiás;Lesão corporal seguida de morte;2017;3;6
Goiás;Lesão corporal seguida de morte;2017;4;2
Goiás;Lesão corporal seguida de morte;2017;5;0
Goiás;Lesão corporal seguida de morte;2017;6;3
Goiás;Lesão corporal seguida de morte;2017;7;4
Goiás;Lesão corporal seguida de morte;2017;8;1
Goiás;Lesão corporal seguida de morte;2017;9;5
Goiás;Lesão corporal seguida de morte;2017;10;6
Goiás;Lesão corporal seguida de morte;2017;11;4
Goiás;Lesão corporal seguida de morte;2017;12;0
Goiás;Lesão corporal seguida de morte;2018;1;4
Goiás;Lesão corporal seguida de morte;2018;2;2
Goiás;Lesão corporal seguida de morte;2018;3;3
Goiás;Lesão corporal seguida de morte;2018;4;0
Goiás;Lesão corporal seguida de morte;2018;5;8
Goiás;Lesão corporal seguida de morte;2018;6;8
Goiás;Lesão corporal seguida de morte;2018;7;10
Goiás;Lesão corporal seguida de morte;2018;8;4
Goiás;Lesão corporal seguida de morte;2018;9;5
Goiás;Lesão corporal seguida de morte;2018;10;9
Goiás;Lesão corporal seguida de morte;2018;11;4
Goiás;Lesão corporal seguida de morte;2018;12;3
Goiás;Lesão corporal seguida de morte;2019;1;5
Goiás;Lesão corporal seguida de morte;2019;2;4
Goiás;Lesão corporal seguida de morte;2019;3;4
Goiás;Lesão corporal seguida de morte;2019;4;4
Goiás;Lesão corporal seguida de morte;2019;5;6
Goiás;Lesão corporal seguida de morte;2019;6;4
Goiás;Lesão corporal seguida de morte;2019;7;4
Goiás;Lesão corporal seguida de morte;2019;8;5
Goiás;Lesão corporal seguida de morte;2019;9;4
Goiás;Lesão corporal seguida de morte;2019;10;5
Goiás;Lesão corporal seguida de morte;2019;11;5
Goiás;Lesão corporal seguida de morte;2019;12;9
Goiás;Lesão corporal seguida de morte;2020;1;3
Goiás;Lesão corporal seguida de morte;2020;2;7
Goiás;Lesão corporal seguida de morte;2020;3;3
Goiás;Roubo seguido de morte (latrocínio);2015;1;9
Goiás;Roubo seguido de morte (latrocínio);2015;2;4
Goiás;Roubo seguido de morte (latrocínio);2015;3;7
Goiás;Roubo seguido de morte (latrocínio);2015;4;13
Goiás;Roubo seguido de morte (latrocínio);2015;5;8
Goiás;Roubo seguido de morte (latrocínio);2015;6;8
Goiás;Roubo seguido de morte (latrocínio);2015;7;7
Goiás;Roubo seguido de morte (latrocínio);2015;8;5
Goiás;Roubo seguido de morte (latrocínio);2015;9;12
Goiás;Roubo seguido de morte (latrocínio);2015;10;4
Goiás;Roubo seguido de morte (latrocínio);2015;11;9
Goiás;Roubo seguido de morte (latrocínio);2015;12;4
Goiás;Roubo seguido de morte (latrocínio);2016;1;2
Goiás;Roubo seguido de morte (latrocínio);2016;2;0
Goiás;Roubo seguido de morte (latrocínio);2016;3;2
Goiás;Roubo seguido de morte (latrocínio);2016;4;10
Goiás;Roubo seguido de morte (latrocínio);2016;5;7
Goiás;Roubo seguido de morte (latrocínio);2016;6;14
Goiás;Roubo seguido de morte (latrocínio);2016;7;8
Goiás;Roubo seguido de morte (latrocínio);2016;8;13
Goiás;Roubo seguido de morte (latrocínio);2016;9;13
Goiás;Roubo seguido de morte (latrocínio);2016;10;12
Goiás;Roubo seguido de morte (latrocínio);2016;11;5
Goiás;Roubo seguido de morte (latrocínio);2016;12;8
Goiás;Roubo seguido de morte (latrocínio);2017;1;11
Goiás;Roubo seguido de morte (latrocínio);2017;2;8
Goiás;Roubo seguido de morte (latrocínio);2017;3;15
Goiás;Roubo seguido de morte (latrocínio);2017;4;8
Goiás;Roubo seguido de morte (latrocínio);2017;5;13
Goiás;Roubo seguido de morte (latrocínio);2017;6;8
Goiás;Roubo seguido de morte (latrocínio);2017;7;8
Goiás;Roubo seguido de morte (latrocínio);2017;8;16
Goiás;Roubo seguido de morte (latrocínio);2017;9;6
Goiás;Roubo seguido de morte (latrocínio);2017;10;12
Goiás;Roubo seguido de morte (latrocínio);2017;11;10
Goiás;Roubo seguido de morte (latrocínio);2017;12;7
Goiás;Roubo seguido de morte (latrocínio);2018;1;14
Goiás;Roubo seguido de morte (latrocínio);2018;2;7
Goiás;Roubo seguido de morte (latrocínio);2018;3;10
Goiás;Roubo seguido de morte (latrocínio);2018;4;11
Goiás;Roubo seguido de morte (latrocínio);2018;5;8
Goiás;Roubo seguido de morte (latrocínio);2018;6;5
Goiás;Roubo seguido de morte (latrocínio);2018;7;6
Goiás;Roubo seguido de morte (latrocínio);2018;8;8
Goiás;Roubo seguido de morte (latrocínio);2018;9;3
Goiás;Roubo seguido de morte (latrocínio);2018;10;7
Goiás;Roubo seguido de morte (latrocínio);2018;11;12
Goiás;Roubo seguido de morte (latrocínio);2018;12;5
Goiás;Roubo seguido de morte (latrocínio);2019;1;9
Goiás;Roubo seguido de morte (latrocínio);2019;2;11
Goiás;Roubo seguido de morte (latrocínio);2019;3;5
Goiás;Roubo seguido de morte (latrocínio);2019;4;6
Goiás;Roubo seguido de morte (latrocínio);2019;5;3
Goiás;Roubo seguido de morte (latrocínio);2019;6;4
Goiás;Roubo seguido de morte (latrocínio);2019;7;6
Goiás;Roubo seguido de morte (latrocínio);2019;8;11
Goiás;Roubo seguido de morte (latrocínio);2019;9;4
Goiás;Roubo seguido de morte (latrocínio);2019;10;4
Goiás;Roubo seguido de morte (latrocínio);2019;11;6
Goiás;Roubo seguido de morte (latrocínio);2019;12;1
Goiás;Roubo seguido de morte (latrocínio);2020;1;3
Goiás;Roubo seguido de morte (latrocínio);2020;2;2
Goiás;Roubo seguido de morte (latrocínio);2020;3;6
Maranhão;Homicídio doloso;2015;1;176
Maranhão;Homicídio doloso;2015;2;166
Maranhão;Homicídio doloso;2015;3;140
Maranhão;Homicídio doloso;2015;4;149
Maranhão;Homicídio doloso;2015;5;177
Maranhão;Homicídio doloso;2015;6;137
Maranhão;Homicídio doloso;2015;7;135
Maranhão;Homicídio doloso;2015;8;164
Maranhão;Homicídio doloso;2015;9;188
Maranhão;Homicídio doloso;2015;10;166
Maranhão;Homicídio doloso;2015;11;205
Maranhão;Homicídio doloso;2015;12;205
Maranhão;Homicídio doloso;2016;1;207
Maranhão;Homicídio doloso;2016;2;205
Maranhão;Homicídio doloso;2016;3;178
Maranhão;Homicídio doloso;2016;4;162
Maranhão;Homicídio doloso;2016;5;153
Maranhão;Homicídio doloso;2016;6;144
Maranhão;Homicídio doloso;2016;7;178
Maranhão;Homicídio doloso;2016;8;185
Maranhão;Homicídio doloso;2016;9;149
Maranhão;Homicídio doloso;2016;10;162
Maranhão;Homicídio doloso;2016;11;179
Maranhão;Homicídio doloso;2016;12;169
Maranhão;Homicídio doloso;2017;1;173
Maranhão;Homicídio doloso;2017;2;160
Maranhão;Homicídio doloso;2017;3;169
Maranhão;Homicídio doloso;2017;4;153
Maranhão;Homicídio doloso;2017;5;136
Maranhão;Homicídio doloso;2017;6;150
Maranhão;Homicídio doloso;2017;7;135
Maranhão;Homicídio doloso;2017;8;126
Maranhão;Homicídio doloso;2017;9;137
Maranhão;Homicídio doloso;2017;10;176
Maranhão;Homicídio doloso;2017;11;156
Maranhão;Homicídio doloso;2017;12;149
Maranhão;Homicídio doloso;2018;1;158
Maranhão;Homicídio doloso;2018;2;126
Maranhão;Homicídio doloso;2018;3;139
Maranhão;Homicídio doloso;2018;4;116
Maranhão;Homicídio doloso;2018;5;130
Maranhão;Homicídio doloso;2018;6;148
Maranhão;Homicídio doloso;2018;7;120
Maranhão;Homicídio doloso;2018;8;136
Maranhão;Homicídio doloso;2018;9;148
Maranhão;Homicídio doloso;2018;10;145
Maranhão;Homicídio doloso;2018;11;126
Maranhão;Homicídio doloso;2018;12;125
Maranhão;Homicídio doloso;2019;1;98
Maranhão;Homicídio doloso;2019;2;104
Maranhão;Homicídio doloso;2019;3;118
Maranhão;Homicídio doloso;2019;4;107
Maranhão;Homicídio doloso;2019;5;130
Maranhão;Homicídio doloso;2019;6;116
Maranhão;Homicídio doloso;2019;7;98
Maranhão;Homicídio doloso;2019;8;129
Maranhão;Homicídio doloso;2019;9;131
Maranhão;Homicídio doloso;2019;10;127
Maranhão;Homicídio doloso;2019;11;134
Maranhão;Homicídio doloso;2019;12;104
Maranhão;Homicídio doloso;2020;1;114
Maranhão;Homicídio doloso;2020;2;141
Maranhão;Homicídio doloso;2020;3;155
Maranhão;Lesão corporal seguida de morte;2015;1;3
Maranhão;Lesão corporal seguida de morte;2015;2;2
Maranhão;Lesão corporal seguida de morte;2015;3;8
Maranhão;Lesão corporal seguida de morte;2015;4;5
Maranhão;Lesão corporal seguida de morte;2015;5;5
Maranhão;Lesão corporal seguida de morte;2015;6;4
Maranhão;Lesão corporal seguida de morte;2015;7;7
Maranhão;Lesão corporal seguida de morte;2015;8;10
Maranhão;Lesão corporal seguida de morte;2015;9;5
Maranhão;Lesão corporal seguida de morte;2015;10;8
Maranhão;Lesão corporal seguida de morte;2015;11;4
Maranhão;Lesão corporal seguida de morte;2015;12;6
Maranhão;Lesão corporal seguida de morte;2016;1;2
Maranhão;Lesão corporal seguida de morte;2016;2;2
Maranhão;Lesão corporal seguida de morte;2016;3;3
Maranhão;Lesão corporal seguida de morte;2016;4;2
Maranhão;Lesão corporal seguida de morte;2016;5;1
Maranhão;Lesão corporal seguida de morte;2016;6;3
Maranhão;Lesão corporal seguida de morte;2016;7;4
Maranhão;Lesão corporal seguida de morte;2016;8;1
Maranhão;Lesão corporal seguida de morte;2016;9;1
Maranhão;Lesão corporal seguida de morte;2016;10;4
Maranhão;Lesão corporal seguida de morte;2016;11;1
Maranhão;Lesão corporal seguida de morte;2016;12;7
Maranhão;Lesão corporal seguida de morte;2017;1;3
Maranhão;Lesão corporal seguida de morte;2017;2;1
Maranhão;Lesão corporal seguida de morte;2017;3;4
Maranhão;Lesão corporal seguida de morte;2017;4;3
Maranhão;Lesão corporal seguida de morte;2017;5;3
Maranhão;Lesão corporal seguida de morte;2017;6;2
Maranhão;Lesão corporal seguida de morte;2017;7;2
Maranhão;Lesão corporal seguida de morte;2017;8;2
Maranhão;Lesão corporal seguida de morte;2017;9;3
Maranhão;Lesão corporal seguida de morte;2017;10;4
Maranhão;Lesão corporal seguida de morte;2017;11;3
Maranhão;Lesão corporal seguida de morte;2017;12;2
Maranhão;Lesão corporal seguida de morte;2018;1;2
Maranhão;Lesão corporal seguida de morte;2018;2;2
Maranhão;Lesão corporal seguida de morte;2018;3;2
Maranhão;Lesão corporal seguida de morte;2018;4;0
Maranhão;Lesão corporal seguida de morte;2018;5;0
Maranhão;Lesão corporal seguida de morte;2018;6;2
Maranhão;Lesão corporal seguida de morte;2018;7;2
Maranhão;Lesão corporal seguida de morte;2018;8;0
Maranhão;Lesão corporal seguida de morte;2018;9;2
Maranhão;Lesão corporal seguida de morte;2018;10;0
Maranhão;Lesão corporal seguida de morte;2018;11;0
Maranhão;Lesão corporal seguida de morte;2018;12;1
Maranhão;Lesão corporal seguida de morte;2019;1;2
Maranhão;Lesão corporal seguida de morte;2019;2;3
Maranhão;Lesão corporal seguida de morte;2019;3;2
Maranhão;Lesão corporal seguida de morte;2019;4;2
Maranhão;Lesão corporal seguida de morte;2019;5;0
Maranhão;Lesão corporal seguida de morte;2019;6;1
Maranhão;Lesão corporal seguida de morte;2019;8;0
Maranhão;Lesão corporal seguida de morte;2019;11;1
Maranhão;Lesão corporal seguida de morte;2019;12;1
Maranhão;Lesão corporal seguida de morte;2020;1;2
Maranhão;Lesão corporal seguida de morte;2020;3;2
Maranhão;Roubo seguido de morte (latrocínio);2015;1;6
Maranhão;Roubo seguido de morte (latrocínio);2015;2;7
Maranhão;Roubo seguido de morte (latrocínio);2015;3;7
Maranhão;Roubo seguido de morte (latrocínio);2015;4;10
Maranhão;Roubo seguido de morte (latrocínio);2015;5;15
Maranhão;Roubo seguido de morte (latrocínio);2015;6;8
Maranhão;Roubo seguido de morte (latrocínio);2015;7;11
Maranhão;Roubo seguido de morte (latrocínio);2015;8;8
Maranhão;Roubo seguido de morte (latrocínio);2015;9;9
Maranhão;Roubo seguido de morte (latrocínio);2015;10;8
Maranhão;Roubo seguido de morte (latrocínio);2015;11;20
Maranhão;Roubo seguido de morte (latrocínio);2015;12;8
Maranhão;Roubo seguido de morte (latrocínio);2016;1;5
Maranhão;Roubo seguido de morte (latrocínio);2016;2;5
Maranhão;Roubo seguido de morte (latrocínio);2016;3;9
Maranhão;Roubo seguido de morte (latrocínio);2016;4;9
Maranhão;Roubo seguido de morte (latrocínio);2016;5;14
Maranhão;Roubo seguido de morte (latrocínio);2016;6;17
Maranhão;Roubo seguido de morte (latrocínio);2016;7;9
Maranhão;Roubo seguido de morte (latrocínio);2016;8;14
Maranhão;Roubo seguido de morte (latrocínio);2016;9;12
Maranhão;Roubo seguido de morte (latrocínio);2016;10;5
Maranhão;Roubo seguido de morte (latrocínio);2016;11;9
Maranhão;Roubo seguido de morte (latrocínio);2016;12;5
Maranhão;Roubo seguido de morte (latrocínio);2017;1;9
Maranhão;Roubo seguido de morte (latrocínio);2017;2;13
Maranhão;Roubo seguido de morte (latrocínio);2017;3;8
Maranhão;Roubo seguido de morte (latrocínio);2017;4;5
Maranhão;Roubo seguido de morte (latrocínio);2017;5;7
Maranhão;Roubo seguido de morte (latrocínio);2017;6;9
Maranhão;Roubo seguido de morte (latrocínio);2017;7;11
Maranhão;Roubo seguido de morte (latrocínio);2017;8;11
Maranhão;Roubo seguido de morte (latrocínio);2017;9;4
Maranhão;Roubo seguido de morte (latrocínio);2017;10;5
Maranhão;Roubo seguido de morte (latrocínio);2017;11;5
Maranhão;Roubo seguido de morte (latrocínio);2017;12;11
Maranhão;Roubo seguido de morte (latrocínio);2018;1;6
Maranhão;Roubo seguido de morte (latrocínio);2018;2;5
Maranhão;Roubo seguido de morte (latrocínio);2018;3;11
Maranhão;Roubo seguido de morte (latrocínio);2018;4;6
Maranhão;Roubo seguido de morte (latrocínio);2018;5;8
Maranhão;Roubo seguido de morte (latrocínio);2018;6;4
Maranhão;Roubo seguido de morte (latrocínio);2018;7;4
Maranhão;Roubo seguido de morte (latrocínio);2018;8;5
Maranhão;Roubo seguido de morte (latrocínio);2018;9;4
Maranhão;Roubo seguido de morte (latrocínio);2018;10;4
Maranhão;Roubo seguido de morte (latrocínio);2018;11;8
Maranhão;Roubo seguido de morte (latrocínio);2018;12;6
Maranhão;Roubo seguido de morte (latrocínio);2019;1;11
Maranhão;Roubo seguido de morte (latrocínio);2019;2;2
Maranhão;Roubo seguido de morte (latrocínio);2019;3;8
Maranhão;Roubo seguido de morte (latrocínio);2019;4;5
Maranhão;Roubo seguido de morte (latrocínio);2019;5;4
Maranhão;Roubo seguido de morte (latrocínio);2019;6;6
Maranhão;Roubo seguido de morte (latrocínio);2019;7;4
Maranhão;Roubo seguido de morte (latrocínio);2019;8;9
Maranhão;Roubo seguido de morte (latrocínio);2019;9;8
Maranhão;Roubo seguido de morte (latrocínio);2019;10;6
Maranhão;Roubo seguido de morte (latrocínio);2019;11;6
Maranhão;Roubo seguido de morte (latrocínio);2019;12;6
Maranhão;Roubo seguido de morte (latrocínio);2020;1;6
Maranhão;Roubo seguido de morte (latrocínio);2020;2;4
Maranhão;Roubo seguido de morte (latrocínio);2020;3;9
Mato Grosso;Homicídio doloso;2015;1;102
Mato Grosso;Homicídio doloso;2015;2;82
Mato Grosso;Homicídio doloso;2015;3;90
Mato Grosso;Homicídio doloso;2015;4;108
Mato Grosso;Homicídio doloso;2015;5;102
Mato Grosso;Homicídio doloso;2015;6;88
Mato Grosso;Homicídio doloso;2015;7;97
Mato Grosso;Homicídio doloso;2015;8;96
Mato Grosso;Homicídio doloso;2015;9;102
Mato Grosso;Homicídio doloso;2015;10;102
Mato Grosso;Homicídio doloso;2015;11;102
Mato Grosso;Homicídio doloso;2015;12;65
Mato Grosso;Homicídio doloso;2016;1;113
Mato Grosso;Homicídio doloso;2016;2;98
Mato Grosso;Homicídio doloso;2016;3;92
Mato Grosso;Homicídio doloso;2016;4;112
Mato Grosso;Homicídio doloso;2016;5;80
Mato Grosso;Homicídio doloso;2016;6;80
Mato Grosso;Homicídio doloso;2016;7;78
Mato Grosso;Homicídio doloso;2016;8;87
Mato Grosso;Homicídio doloso;2016;9;91
Mato Grosso;Homicídio doloso;2016;10;90
Mato Grosso;Homicídio doloso;2016;11;71
Mato Grosso;Homicídio doloso;2016;12;94
Mato Grosso;Homicídio doloso;2017;1;86
Mato Grosso;Homicídio doloso;2017;2;55
Mato Grosso;Homicídio doloso;2017;3;97
Mato Grosso;Homicídio doloso;2017;4;81
Mato Grosso;Homicídio doloso;2017;5;99
Mato Grosso;Homicídio doloso;2017;6;70
Mato Grosso;Homicídio doloso;2017;7;82
Mato Grosso;Homicídio doloso;2017;8;77
Mato Grosso;Homicídio doloso;2017;9;82
Mato Grosso;Homicídio doloso;2017;10;83
Mato Grosso;Homicídio doloso;2017;11;76
Mato Grosso;Homicídio doloso;2017;12;97
Mato Grosso;Homicídio doloso;2018;1;70
Mato Grosso;Homicídio doloso;2018;2;77
Mato Grosso;Homicídio doloso;2018;3;81
Mato Grosso;Homicídio doloso;2018;4;79
Mato Grosso;Homicídio doloso;2018;5;92
Mato Grosso;Homicídio doloso;2018;6;75
Mato Grosso;Homicídio doloso;2018;7;49
Mato Grosso;Homicídio doloso;2018;8;72
Mato Grosso;Homicídio doloso;2018;9;95
Mato Grosso;Homicídio doloso;2018;10;97
Mato Grosso;Homicídio doloso;2018;11;54
Mato Grosso;Homicídio doloso;2018;12;77
Mato Grosso;Homicídio doloso;2019;1;73
Mato Grosso;Homicídio doloso;2019;2;50
Mato Grosso;Homicídio doloso;2019;3;77
Mato Grosso;Homicídio doloso;2019;4;74
Mato Grosso;Homicídio doloso;2019;5;70
Mato Grosso;Homicídio doloso;2019;6;62
Mato Grosso;Homicídio doloso;2019;7;53
Mato Grosso;Homicídio doloso;2019;8;58
Mato Grosso;Homicídio doloso;2019;9;75
Mato Grosso;Homicídio doloso;2019;10;67
Mato Grosso;Homicídio doloso;2019;11;71
Mato Grosso;Homicídio doloso;2019;12;72
Mato Grosso;Homicídio doloso;2020;1;81
Mato Grosso;Homicídio doloso;2020;2;64
Mato Grosso;Homicídio doloso;2020;3;72
Mato Grosso;Lesão corporal seguida de morte;2015;1;6
Mato Grosso;Lesão corporal seguida de morte;2015;2;3
Mato Grosso;Lesão corporal seguida de morte;2015;4;2
Mato Grosso;Lesão corporal seguida de morte;2015;5;1
Mato Grosso;Lesão corporal seguida de morte;2015;6;5
Mato Grosso;Lesão corporal seguida de morte;2015;7;2
Mato Grosso;Lesão corporal seguida de morte;2015;8;3
Mato Grosso;Lesão corporal seguida de morte;2015;9;5
Mato Grosso;Lesão corporal seguida de morte;2015;10;3
Mato Grosso;Lesão corporal seguida de morte;2015;11;1
Mato Grosso;Lesão corporal seguida de morte;2015;12;1
Mato Grosso;Lesão corporal seguida de morte;2016;1;3
Mato Grosso;Lesão corporal seguida de morte;2016;2;3
Mato Grosso;Lesão corporal seguida de morte;2016;3;2
Mato Grosso;Lesão corporal seguida de morte;2016;4;3
Mato Grosso;Lesão corporal seguida de morte;2016;5;1
Mato Grosso;Lesão corporal seguida de morte;2016;7;2
Mato Grosso;Lesão corporal seguida de morte;2016;8;5
Mato Grosso;Lesão corporal seguida de morte;2016;10;1
Mato Grosso;Lesão corporal seguida de morte;2016;11;2
Mato Grosso;Lesão corporal seguida de morte;2017;1;1
Mato Grosso;Lesão corporal seguida de morte;2017;2;1
Mato Grosso;Lesão corporal seguida de morte;2017;3;1
Mato Grosso;Lesão corporal seguida de morte;2017;5;6
Mato Grosso;Lesão corporal seguida de morte;2017;7;2
Mato Grosso;Lesão corporal seguida de morte;2017;8;2
Mato Grosso;Lesão corporal seguida de morte;2017;10;2
Mato Grosso;Lesão corporal seguida de morte;2017;11;2
Mato Grosso;Lesão corporal seguida de morte;2017;12;1
Mato Grosso;Lesão corporal seguida de morte;2018;1;3
Mato Grosso;Lesão corporal seguida de morte;2018;5;3
Mato Grosso;Lesão corporal seguida de morte;2018;6;2
Mato Grosso;Lesão corporal seguida de morte;2018;7;1
Mato Grosso;Lesão corporal seguida de morte;2018;8;1
Mato Grosso;Lesão corporal seguida de morte;2018;9;4
Mato Grosso;Lesão corporal seguida de morte;2018;10;9
Mato Grosso;Lesão corporal seguida de morte;2018;11;2
Mato Grosso;Lesão corporal seguida de morte;2018;12;3
Mato Grosso;Lesão corporal seguida de morte;2019;1;3
Mato Grosso;Lesão corporal seguida de morte;2019;2;1
Mato Grosso;Lesão corporal seguida de morte;2019;3;4
Mato Grosso;Lesão corporal seguida de morte;2019;5;0
Mato Grosso;Lesão corporal seguida de morte;2019;6;0
Mato Grosso;Lesão corporal seguida de morte;2019;7;1
Mato Grosso;Lesão corporal seguida de morte;2019;8;5
Mato Grosso;Lesão corporal seguida de morte;2019;9;4
Mato Grosso;Lesão corporal seguida de morte;2019;10;2
Mato Grosso;Lesão corporal seguida de morte;2019;11;1
Mato Grosso;Lesão corporal seguida de morte;2019;12;5
Mato Grosso;Lesão corporal seguida de morte;2020;2;1
Mato Grosso;Lesão corporal seguida de morte;2020;3;3
Mato Grosso;Roubo seguido de morte (latrocínio);2015;1;7
