nome,tipo_crime,ano,mes,vitimas,ocorrencias,uf
Goiás,Roubo seguido de morte (latrocínio),2016,1,2.0,2.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,2,0.0,0.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,3,2.0,2.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,4,10.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,5,7.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,6,14.0,14.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,7,8.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,8,13.0,13.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,9,13.0,13.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,10,12.0,12.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,11,5.0,4.0,GO
Goiás,Roubo seguido de morte (latrocínio),2016,12,8.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,1,11.0,9.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,2,8.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,3,15.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,4,8.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,5,13.0,9.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,6,8.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,7,8.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,8,16.0,11.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,9,6.0,5.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,10,12.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,11,10.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2017,12,7.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,1,14.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,2,7.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,3,10.0,8.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,4,11.0,11.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,5,8.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,6,5.0,5.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,7,6.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,8,8.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,9,3.0,3.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,10,7.0,7.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,11,12.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2018,12,5.0,4.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,1,9.0,9.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,2,11.0,10.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,3,5.0,5.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,4,6.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,5,3.0,3.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,6,4.0,4.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,7,6.0,14.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,8,11.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,9,4.0,2.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,10,4.0,4.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,11,6.0,6.0,GO
Goiás,Roubo seguido de morte (latrocínio),2019,12,1.0,1.0,GO
Goiás,Roubo seguido de morte (latrocínio),2020,1,3.0,3.0,GO
Goiás,Roubo seguido de morte (latrocínio),2020,2,2.0,2.0,GO
Goiás,Roubo seguido de morte (latrocínio),2020,3,6.0,6.0,GO
Maranhão,Homicídio doloso,2015,1,176.0,176.0,MA
Maranhão,Homicídio doloso,2015,2,166.0,166.0,MA
Maranhão,Homicídio doloso,2015,3,140.0,140.0,MA
Maranhão,Homicídio doloso,2015,4,149.0,149.0,MA
Maranhão,Homicídio doloso,2015,5,177.0,177.0,MA
Maranhão,Homicídio doloso,2015,6,137.0,137.0,MA
Maranhão,Homicídio doloso,2015,7,135.0,135.0,MA
Maranhão,Homicídio doloso,2015,8,164.0,164.0,MA
Maranhão,Homicídio doloso,2015,9,188.0,187.0,MA
Maranhão,Homicídio doloso,2015,10,166.0,166.0,MA
Maranhão,Homicídio doloso,2015,11,205.0,205.0,MA
Maranhão,Homicídio doloso,2015,12,205.0,204.0,MA
Maranhão,Homicídio doloso,2016,1,207.0,207.0,MA
Maranhão,Homicídio doloso,2016,2,205.0,205.0,MA
Maranhão,Homicídio doloso,2016,3,178.0,178.0,MA
Maranhão,Homicídio doloso,2016,4,162.0,162.0,MA
Maranhão,Homicídio doloso,2016,5,153.0,153.0,MA
Maranhão,Homicídio doloso,2016,6,144.0,144.0,MA
Maranhão,Homicídio doloso,2016,7,178.0,178.0,MA
Maranhão,Homicídio doloso,2016,8,185.0,185.0,MA
Maranhão,Homicídio doloso,2016,9,149.0,148.0,MA
Maranhão,Homicídio doloso,2016,10,162.0,162.0,MA
Maranhão,Homicídio doloso,2016,11,179.0,179.0,MA
Maranhão,Homicídio doloso,2016,12,169.0,169.0,MA
Maranhão,Homicídio doloso,2017,1,173.0,173.0,MA
Maranhão,Homicídio doloso,2017,2,160.0,160.0,MA
Maranhão,Homicídio doloso,2017,3,169.0,169.0,MA
Maranhão,Homicídio doloso,2017,4,153.0,153.0,MA
Maranhão,Homicídio doloso,2017,5,136.0,136.0,MA
Maranhão,Homicídio doloso,2017,6,150.0,150.0,MA
Maranhão,Homicídio doloso,2017,7,135.0,135.0,MA
Maranhão,Homicídio doloso,2017,8,126.0,126.0,MA
Maranhão,Homicídio doloso,2017,9,137.0,137.0,MA
Maranhão,Homicídio doloso,2017,10,176.0,176.0,MA
Maranhão,Homicídio doloso,2017,11,156.0,156.0,MA
Maranhão,Homicídio doloso,2017,12,149.0,149.0,MA
Maranhão,Homicídio doloso,2018,1,158.0,157.0,MA
Maranhão,Homicídio doloso,2018,2,126.0,126.0,MA
Maranhão,Homicídio doloso,2018,3,139.0,139.0,MA
Maranhão,Homicídio doloso,2018,4,116.0,116.0,MA
Maranhão,Homicídio doloso,2018,5,130.0,130.0,MA
Maranhão,Homicídio doloso,2018,6,148.0,148.0,MA
Maranhão,Homicídio doloso,2018,7,120.0,120.0,MA
Maranhão,Homicídio doloso,2018,8,136.0,136.0,MA
Maranhão,Homicídio doloso,2018,9,148.0,148.0,MA
Maranhão,Homicídio doloso,2018,10,145.0,145.0,MA
Maranhão,Homicídio doloso,2018,11,126.0,126.0,MA
Maranhão,Homicídio doloso,2018,12,125.0,126.0,MA
Maranhão,Homicídio doloso,2019,1,98.0,98.0,MA
Maranhão,Homicídio doloso,2019,2,104.0,105.0,MA
Maranhão,Homicídio doloso,2019,3,118.0,120.0,MA
Maranhão,Homicídio doloso,2019,4,107.0,107.0,MA
Maranhão,Homicídio doloso,2019,5,130.0,130.0,MA
Maranhão,Homicídio doloso,2019,6,116.0,115.0,MA
Maranhão,Homicídio doloso,2019,7,98.0,98.0,MA
Maranhão,Homicídio doloso,2019,8,129.0,129.0,MA
Maranhão,Homicídio doloso,2019,9,131.0,130.0,MA
Maranhão,Homicídio doloso,2019,10,127.0,127.0,MA
Maranhão,Homicídio doloso,2019,11,134.0,134.0,MA
Maranhão,Homicídio doloso,2019,12,104.0,104.0,MA
Maranhão,Homicídio doloso,2020,1,114.0,114.0,MA
Maranhão,Homicídio doloso,2020,2,141.0,141.0,MA
Maranhão,Homicídio doloso,2020,3,155.0,155.0,MA
Maranhão,Lesão corporal seguida de morte,2015,1,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2015,2,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2015,3,8.0,8.0,MA
Maranhão,Lesão corporal seguida de morte,2015,4,5.0,5.0,MA
Maranhão,Lesão corporal seguida de morte,2015,5,5.0,5.0,MA
Maranhão,Lesão corporal seguida de morte,2015,6,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2015,7,7.0,7.0,MA
Maranhão,Lesão corporal seguida de morte,2015,8,10.0,10.0,MA
Maranhão,Lesão corporal seguida de morte,2015,9,5.0,5.0,MA
Maranhão,Lesão corporal seguida de morte,2015,10,8.0,8.0,MA
Maranhão,Lesão corporal seguida de morte,2015,11,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2015,12,6.0,6.0,MA
Maranhão,Lesão corporal seguida de morte,2016,1,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2016,2,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2016,3,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2016,4,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2016,5,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2016,6,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2016,7,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2016,8,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2016,9,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2016,10,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2016,11,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2016,12,7.0,7.0,MA
Maranhão,Lesão corporal seguida de morte,2017,1,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2017,2,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2017,3,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2017,4,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2017,5,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2017,6,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2017,7,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2017,8,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2017,9,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2017,10,4.0,4.0,MA
Maranhão,Lesão corporal seguida de morte,2017,11,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2017,12,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,1,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,2,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,3,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,4,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2018,5,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2018,6,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,7,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,8,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2018,9,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2018,10,0.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2018,11,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2018,12,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2019,1,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2019,2,3.0,3.0,MA
Maranhão,Lesão corporal seguida de morte,2019,3,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2019,4,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2019,5,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2019,6,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2019,8,0.0,0.0,MA
Maranhão,Lesão corporal seguida de morte,2019,11,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2019,12,1.0,1.0,MA
Maranhão,Lesão corporal seguida de morte,2020,1,2.0,2.0,MA
Maranhão,Lesão corporal seguida de morte,2020,3,2.0,2.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,1,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,2,7.0,7.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,3,7.0,7.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,4,10.0,10.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,5,15.0,15.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,6,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,7,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,8,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,9,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,10,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,11,20.0,20.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2015,12,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,1,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,2,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,3,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,4,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,5,14.0,14.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,6,17.0,17.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,7,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,8,14.0,14.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,9,12.0,12.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,10,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,11,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2016,12,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,1,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,2,13.0,13.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,3,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,4,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,5,7.0,7.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,6,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,7,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,8,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,9,4.0,3.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,10,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,11,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2017,12,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,1,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,2,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,3,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,4,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,5,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,6,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,7,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,8,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,9,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,10,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,11,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2018,12,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,1,11.0,11.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,2,2.0,2.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,3,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,4,5.0,5.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,5,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,6,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,7,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,8,9.0,9.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,9,8.0,8.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,10,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,11,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2019,12,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2020,1,6.0,6.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2020,2,4.0,4.0,MA
Maranhão,Roubo seguido de morte (latrocínio),2020,3,9.0,9.0,MA
Mato Grosso,Homicídio doloso,2015,1,102.0,99.0,MT
Mato Grosso,Homicídio doloso,2015,2,82.0,82.0,MT
Mato Grosso,Homicídio doloso,2015,3,90.0,88.0,MT
Mato Grosso,Homicídio doloso,2015,4,108.0,106.0,MT
Mato Grosso,Homicídio doloso,2015,5,102.0,100.0,MT
Mato Grosso,Homicídio doloso,2015,6,88.0,88.0,MT
Mato Grosso,Homicídio doloso,2015,7,97.0,97.0,MT
Mato Grosso,Homicídio doloso,2015,8,96.0,93.0,MT
Mato Grosso,Homicídio doloso,2015,9,102.0,100.0,MT
Mato Grosso,Homicídio doloso,2015,10,102.0,101.0,MT
Mato Grosso,Homicídio doloso,2015,11,102.0,102.0,MT
Mato Grosso,Homicídio doloso,2015,12,65.0,65.0,MT
Mato Grosso,Homicídio doloso,2016,1,113.0,113.0,MT
Mato Grosso,Homicídio doloso,2016,2,98.0,98.0,MT
Mato Grosso,Homicídio doloso,2016,3,92.0,92.0,MT
Mato Grosso,Homicídio doloso,2016,4,112.0,112.0,MT
Mato Grosso,Homicídio doloso,2016,5,80.0,80.0,MT
Mato Grosso,Homicídio doloso,2016,6,80.0,80.0,MT
Mato Grosso,Homicídio doloso,2016,7,78.0,78.0,MT
Mato Grosso,Homicídio doloso,2016,8,87.0,87.0,MT
Mato Grosso,Homicídio doloso,2016,9,91.0,91.0,MT
Mato Grosso,Homicídio doloso,2016,10,90.0,90.0,MT
Mato Grosso,Homicídio doloso,2016,11,71.0,71.0,MT
Mato Grosso,Homicídio doloso,2016,12,94.0,94.0,MT
Mato Grosso,Homicídio doloso,2017,1,86.0,86.0,MT
Mato Grosso,Homicídio doloso,2017,2,55.0,55.0,MT
Mato Grosso,Homicídio doloso,2017,3,97.0,97.0,MT
Mato Grosso,Homicídio doloso,2017,4,81.0,81.0,MT
Mato Grosso,Homicídio doloso,2017,5,99.0,99.0,MT
Mato Grosso,Homicídio doloso,2017,6,70.0,70.0,MT
Mato Grosso,Homicídio doloso,2017,7,82.0,82.0,MT
Mato Grosso,Homicídio doloso,2017,8,77.0,77.0,MT
Mato Grosso,Homicídio doloso,2017,9,82.0,82.0,MT
Mato Grosso,Homicídio doloso,2017,10,83.0,83.0,MT
Mato Grosso,Homicídio doloso,2017,11,76.0,76.0,MT
Mato Grosso,Homicídio doloso,2017,12,97.0,97.0,MT
Mato Grosso,Homicídio doloso,2018,1,70.0,70.0,MT
Mato Grosso,Homicídio doloso,2018,2,77.0,77.0,MT
Mato Grosso,Homicídio doloso,2018,3,81.0,81.0,MT
Mato Grosso,Homicídio doloso,2018,4,79.0,79.0,MT
Mato Grosso,Homicídio doloso,2018,5,92.0,92.0,MT
Mato Grosso,Homicídio doloso,2018,6,75.0,74.0,MT
Mato Grosso,Homicídio doloso,2018,7,49.0,49.0,MT
Mato Grosso,Homicídio doloso,2018,8,72.0,71.0,MT
Mato Grosso,Homicídio doloso,2018,9,95.0,95.0,MT
Mato Grosso,Homicídio doloso,2018,10,97.0,97.0,MT
Mato Grosso,Homicídio doloso,2018,11,54.0,54.0,MT
Mato Grosso,Homicídio doloso,2018,12,77.0,77.0,MT
Mato Grosso,Homicídio doloso,2019,1,73.0,74.0,MT
Mato Grosso,Homicídio doloso,2019,2,50.0,48.0,MT
Mato Grosso,Homicídio doloso,2019,3,77.0,74.0,MT
Mato Grosso,Homicídio doloso,2019,4,74.0,66.0,MT
Mato Grosso,Homicídio doloso,2019,5,70.0,62.0,MT
Mato Grosso,Homicídio doloso,2019,6,62.0,60.0,MT
Mato Grosso,Homicídio doloso,2019,7,53.0,46.0,MT
Mato Grosso,Homicídio doloso,2019,8,58.0,55.0,MT
Mato Grosso,Homicídio doloso,2019,9,75.0,75.0,MT
Mato Grosso,Homicídio doloso,2019,10,67.0,67.0,MT
Mato Grosso,Homicídio doloso,2019,11,71.0,71.0,MT
Mato Grosso,Homicídio doloso,2019,12,72.0,72.0,MT
Mato Grosso,Homicídio doloso,2020,1,81.0,81.0,MT
Mato Grosso,Homicídio doloso,2020,2,64.0,63.0,MT
Mato Grosso,Homicídio doloso,2020,3,72.0,72.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,1,6.0,4.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,2,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,4,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,5,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,6,5.0,5.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,7,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,8,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,9,5.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,10,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,11,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2015,12,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,1,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,2,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,3,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,4,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,5,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,7,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,8,5.0,5.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,10,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2016,11,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,1,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,2,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,3,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,5,6.0,6.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,7,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,8,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,10,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,11,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2017,12,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,1,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,5,3.0,3.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,6,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,7,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,8,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,9,4.0,4.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,10,9.0,9.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,11,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2018,12,3.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,1,3.0,0.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,2,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,3,4.0,4.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,5,0.0,0.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,6,0.0,0.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,7,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,8,5.0,5.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,9,4.0,4.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,10,2.0,2.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,11,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2019,12,5.0,5.0,MT
Mato Grosso,Lesão corporal seguida de morte,2020,2,1.0,1.0,MT
Mato Grosso,Lesão corporal seguida de morte,2020,3,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,1,7.0,6.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,2,5.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,3,6.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,4,4.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,5,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,6,4.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,8,10.0,10.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,9,5.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,10,5.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,11,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2015,12,7.0,7.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,1,7.0,7.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,2,5.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,3,6.0,6.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,4,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,5,5.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,6,6.0,6.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,7,4.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,8,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,9,8.0,8.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,10,6.0,6.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,11,7.0,7.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2016,12,4.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,1,5.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,2,3.0,3.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,3,5.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,4,2.0,2.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,5,1.0,1.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,6,4.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,7,6.0,6.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,8,1.0,1.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,9,7.0,7.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,10,5.0,5.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,11,7.0,7.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2017,12,4.0,4.0,MT
Mato Grosso,Roubo seguido de morte (latrocínio),2018,1,4.0,4.0,MT
